	Chromosome	Position	67RT_CM-_vs_67_PBMC.tumour
12_6867536	12	6867536	0.221320375352164
12_6867538	12	6867538	0.161225395933606
12_6870105	12	6870105	0.0581939034354033
12_6871318	12	6871318	-0.253409868686573
12_6872278	12	6872278	0.0654085961217698
12_6872344	12	6872344	0.112999720724511
12_6905750	12	6905750	-0.220923493891515
12_6905937	12	6905937	-0.224450251466287
12_6913959	12	6913959	0.0989567723469881
12_6935780	12	6935780	-0.595329438761402
12_6935997	12	6935997	-0.285290334818406
12_6936728	12	6936728	-0.304554473550828
12_6936731	12	6936731	-0.466093245588369
12_6936914	12	6936914	0.174647425124852
12_6937235	12	6937235	0.265267504573182
12_6952058	12	6952058	-0.121169042017515
12_6952103	12	6952103	0.201137167153466
12_6956472	12	6956472	0.214433989766924
12_6959963	12	6959963	0.147319793908387
12_6960179	12	6960179	-0.0750726274280607
12_6965706	12	6965706	0.0600869558535751
12_6971024	12	6971024	0.296896149958897
12_6975270	12	6975270	0.566032951330629
12_6975333	12	6975333	0.235714909854101
12_6977740	12	6977740	-0.136473172092204
12_6981031	12	6981031	0.290211836653684
12_6981860	12	6981860	0.0586058078039085
12_6982757	12	6982757	0.103633259556461
12_7065143	12	7065143	-0.0858793823846435
12_7065861	12	7065861	-0.25404276847338
12_7066580	12	7066580	-0.00231628499274652
12_7066625	12	7066625	0.132522791980307
12_7080544	12	7080544	0.100777207971357
12_7080637	12	7080637	0.0799020325482801
12_7089703	12	7089703	0.181025731195357
12_7091656	12	7091656	0.212729683554675
12_7093866	12	7093866	0.311950495681187
12_7099489	12	7099489	0.355071764240991
12_7108398	12	7108398	0.138522845671228
12_7124646	12	7124646	-0.228877963507096
12_7128330	12	7128330	0.277229116502821
12_7128721	12	7128721	0.187961778405733
12_7135360	12	7135360	-0.0750726274280607
12_7136240	12	7136240	0.191207437909387
12_7156332	12	7156332	-0.0465034752312898
12_7156410	12	7156410	0.152337868675012
12_7156522	12	7156522	-0.0123368720800979
12_7189790	12	7189790	-0.032512165200015
12_7190557	12	7190557	0.0730260115610732
12_7202673	12	7202673	-0.062472590648427
12_7310645	12	7310645	-0.0750726274280607
12_7310728	12	7310728	0.18479449932705
12_7318092	12	7318092	-0.147585127212429
12_7323549	12	7323549	0.0782781494787358
12_7323557	12	7323557	0.119430396734918
12_7324504	12	7324504	-0.0394487176973395
12_7373488	12	7373488	0.088426104854819
12_7375445	12	7375445	0.0757940381985671
12_7375875	12	7375875	0.0404045899918753
12_7396338	12	7396338	0.0336336320144392
12_7396350	12	7396350	0.0686628500333888
12_7396373	12	7396373	0.0106572465978233
12_7396413	12	7396413	-0.0365984796134251
12_7398367	12	7398367	-0.142186823286598
12_7406763	12	7406763	-0.0303343126627763
12_7432651	12	7432651	0.0513757078128784
12_7433375	12	7433375	0.0151251815435175
12_7444117	12	7444117	-0.139681708851137
12_7479937	12	7479937	-0.103087003597657
12_7481072	12	7481072	-0.206984302933642
12_7482694	12	7482694	0.160555621065081
12_7483431	12	7483431	0.0515608111029563
12_7485112	12	7485112	0.297736636461486
12_7485173	12	7485173	0.0494724705102425
12_7485199	12	7485199	0.0824686495584193
12_7485276	12	7485276	0.123153482777635
12_7487483	12	7487483	-0.122378342206417
12_7487740	12	7487740	0.0829922188041904
12_7487799	12	7487799	-0.153784603442101
12_7496888	12	7496888	-0.19371712392668
12_7497057	12	7497057	0.201767577930764
12_7502541	12	7502541	0.150995452051786
12_7503667	12	7503667	-0.299037468583262
12_7651050	12	7651050	0.10814919662771
12_7652640	12	7652640	-0.044698978384542
12_7690394	12	7690394	0.324534831281177
12_7695606	12	7695606	0.0814318582519301
12_7737444	12	7737444	0.229080765731326
12_7770124	12	7770124	0.233049667934271
12_7789680	12	7789680	0.139052177924787
12_7792963	12	7792963	-0.297465048764509
12_7793044	12	7793044	-0.267717705370457
12_7814362	12	7814362	-0.836912890233296
12_7814534	12	7814534	-0.437642706812769
12_7829971	12	7829971	-0.0618972386803275
12_7891092	12	7891092	0.106374243909471
12_7921596	12	7921596	-0.240496236635432
12_7930485	12	7930485	0.227996440207986
12_8039952	12	8039952	-0.124400339791629
12_8058994	12	8058994	0.049554027085684
12_8059904	12	8059904	0.106374243909471
12_8082357	12	8082357	-0.206317160706313
12_8096053	12	8096053	-0.0267096058666616
12_8125585	12	8125585	-0.0184890990616931
12_8128132	12	8128132	0.195781282865033
12_8128159	12	8128159	0.070778239035394
12_8177104	12	8177104	0.309952302784344
12_8177246	12	8177246	0.0504582546557981
12_8457949	12	8457949	0.222193413225032
12_8515301	12	8515301	0.0345518637464376
12_8539300	12	8539300	-0.314899642100529
12_8539902	12	8539902	0.0757073247475482
12_8604296	12	8604296	0.0581939034354033
12_8605273	12	8605273	-0.0750726274280607
12_8605343	12	8605343	-0.291390534354824
12_8823315	12	8823315	-0.178166120392164
12_8823762	12	8823762	-0.117300862817358
12_8838391	12	8838391	0.0653000289364916
12_8841389	12	8841389	-0.307733384218336
12_8845245	12	8845245	-0.237129385537034
12_8848823	12	8848823	-0.0269783392270157
12_8850237	12	8850237	-0.261485751658942
12_8851792	12	8851792	0.0581939034354033
12_8851844	12	8851844	-0.00107204598428385
12_8851916	12	8851916	0.00292988457321251
12_8854772	12	8854772	-0.443460033408083
12_8857183	12	8857183	-0.264550426291774
12_8857224	12	8857224	-0.209373719139652
12_8858075	12	8858075	-0.420569193453827
12_8860888	12	8860888	0.0211426878312422
12_8861159	12	8861159	-0.166220515486256
12_8867893	12	8867893	-0.121866838907002
12_8868316	12	8868316	0.493948329424074
12_8917770	12	8917770	0.0985754600569692
12_8921663	12	8921663	-0.0911922927913376
12_8933957	12	8933957	-0.0594757723770421
12_8943572	12	8943572	0.0605824719295057
12_8989701	12	8989701	0.0805782430321334
12_9068135	12	9068135	0.0477841203574728
12_9076803	12	9076803	-0.288476265537254
12_9079672	12	9079672	0.0965387506421384
12_9080147	12	9080147	0.00584736795550669
12_9098613	12	9098613	-0.158328131077413
12_9101557	12	9101557	-0.272672587313221
12_9101645	12	9101645	-0.325880730928595
12_9106261	12	9106261	0.0180367769634208
12_9112503	12	9112503	0.0915772419813905
12_9152877	12	9152877	0.00919628946954322
12_9157290	12	9157290	0.208720338572531
12_9160355	12	9160355	0.153952886240834
12_9160468	12	9160468	0.0338617441251034
12_9162613	12	9162613	-0.0607173344509907
12_9164177	12	9164177	-0.000304859026088556
12_9165188	12	9165188	0.178213801854171
12_9165289	12	9165289	0.389595639575383
12_9168905	12	9168905	-0.183132373285514
12_9181999	12	9181999	0.0624308963218742
12_9194196	12	9194196	-0.109561003813351
12_9197114	12	9197114	0.210329591434188
12_9197118	12	9197118	0.27856432718664
12_9500719	12	9500719	0.37238634954316
12_9545653	12	9545653	0.44575953587338
12_9545705	12	9545705	0.479516224249577
12_9552476	12	9552476	0.0526829197703121
12_9552491	12	9552491	0.0151251815435175
12_9552534	12	9552534	0.157100814700973
12_9598073	12	9598073	-0.230350852905972
12_9598531	12	9598531	-0.0407211226372836
12_9647462	12	9647462	0.315386849130117
12_9647902	12	9647902	0.172854886015525
12_9669791	12	9669791	0.327473927667586
12_9680928	12	9680928	-0.155691087636345
12_9681032	12	9681032	-0.0908399432863773
12_9688031	12	9688031	-0.0908399432863773
12_9694768	12	9694768	0.37351743156181
12_9718732	12	9718732	-0.0750726274280607
12_9722727	12	9722727	-0.168182031819542
12_9733244	12	9733244	0.0664815167859588
12_9753094	12	9753094	-0.26195076215157
12_9753550	12	9753550	0.138634066042165
12_9832336	12	9832336	-0.097615196079149
12_9881638	12	9881638	0.172854886015525
12_9888765	12	9888765	0.226955910021597
12_9893095	12	9893095	0.0948523740142516
12_9895728	12	9895728	-0.0201061682101321
12_9913600	12	9913600	0.00454454063530732
12_9916703	12	9916703	-0.134944083405459
12_9979340	12	9979340	-0.257936684577871
12_9984958	12	9984958	0.321817525140524
12_9997252	12	9997252	0.0903509817793109
12_9998375	12	9998375	-0.0612668279030303
12_10010776	12	10010776	-0.427953650644335
12_10010780	12	10010780	-0.288066350762259
12_10054326	12	10054326	0.246855467459302
12_10071474	12	10071474	0.0307220365945359
12_10118534	12	10118534	0.127032779763401
12_10125307	12	10125307	-0.0894279204051307
12_10125392	12	10125392	0.00806860787218533
12_10127662	12	10127662	0.155811254802027
12_10169165	12	10169165	0.122866750183848
12_10190137	12	10190137	0.270702209413669
12_10307944	12	10307944	0.215828571838677
12_10317863	12	10317863	-0.122378342206417
12_10319571	12	10319571	-0.310289089122092
12_10373141	12	10373141	0.0756062850696074
12_10378610	12	10378610	0.0295162738491393
12_10379727	12	10379727	0.13952142334798
12_10408358	12	10408358	0.129747164460437
12_10409426	12	10409426	0.125974891510032
12_10420383	12	10420383	-0.275985321354057
12_10420495	12	10420495	-0.351912832786885
12_10432107	12	10432107	0.433941020059797
12_10449091	12	10449091	-1.26771770537046
12_10506307	12	10506307	0.0871988014708165
12_10506316	12	10506316	0.0997611743978746
12_10506629	12	10506629	-0.21880810488951
12_10506676	12	10506676	-0.211394098640841
12_10506738	12	10506738	-0.0689724278916429
12_10506839	12	10506839	-0.0818938932840748
12_10506985	12	10506985	-0.10075927109171
12_10507067	12	10507067	0.30787124214093
12_10522651	12	10522651	-0.18359708420623
12_10612901	12	10612901	0.145769342344987
12_10629516	12	10629516	0.0489160898473927
12_10629517	12	10629517	0.0292640323866749
12_10801783	12	10801783	0.0252322783676247
12_10801875	12	10801875	0.120847582547196
12_10801984	12	10801984	0.410354199742181
12_10806059	12	10806059	-0.247025310217356
12_10806216	12	10806216	-0.483537472783418
12_10806432	12	10806432	0.0172913907205991
12_10806649	12	10806649	0.0435718690705582
12_10809379	12	10809379	0.0171858804239279
12_10809423	12	10809423	0.121069894750562
12_10809516	12	10809516	0.324730358155623
12_10809626	12	10809626	-0.0852683945339492
12_10826144	12	10826144	-0.0991181013947116
12_10847109	12	10847109	-0.0226052075339252
12_10847181	12	10847181	0.249549576628565
12_10908523	12	10908523	0.0669463774443671
12_10938833	12	10938833	-0.00705420399940953
12_10986084	12	10986084	-0.0490774188951164
12_10986253	12	10986253	0.30495842202287
12_10986370	12	10986370	0.182423594864303
12_10986680	12	10986680	-0.34425926024345
12_10986774	12	10986774	0.505120629145223
12_10997089	12	10997089	-0.154507094922466
12_10997112	12	10997112	-0.0607173344509907
12_10997121	12	10997121	0.018903520780953
12_10997170	12	10997170	-0.0149516349904898
12_10997434	12	10997434	-0.16743664557672
12_10997447	12	10997447	-0.217091632300489
12_10997615	12	10997615	0.134380738200889
12_10997641	12	10997641	-0.0201061682101321
12_10997720	12	10997720	-0.0961342429558903
12_11021677	12	11021677	0.0195642467100146
12_11021687	12	11021687	0.00399894356313808
12_11021899	12	11021899	-0.38440068553579
12_11022116	12	11022116	0.0845840385604245
12_11022488	12	11022488	-0.0296296566668936
12_11030618	12	11030618	0.259346411642499
12_11031233	12	11031233	0.125460359944648
12_11061461	12	11061461	0.400955501739931
12_11061546	12	11061546	0.521030430898296
12_11061613	12	11061613	0.368057178880136
12_11062034	12	11062034	0.262797011328323
12_11062055	12	11062055	0.280022331394501
12_11062139	12	11062139	0.000591642504011686
12_11091542	12	11091542	0.228708120749042
12_11091631	12	11091631	0.0187942960361616
12_11091662	12	11091662	-0.0945688030538579
12_11091928	12	11091928	0.134155334709939
12_11091960	12	11091960	0.101178012263667
12_11092032	12	11092032	-0.164339965525148
12_11092126	12	11092126	-0.210727726785627
12_11092227	12	11092227	0.314339064175289
12_11133489	12	11133489	0.0262107084091209
12_11133701	12	11133701	-0.0824146027692288
12_11134191	12	11134191	-0.255644873069882
12_11171380	12	11171380	-0.00795843156952366
12_11185997	12	11185997	-0.0527048143996062
12_11186175	12	11186175	0.0526829197703121
12_11186351	12	11186351	0.297970783186156
12_11186377	12	11186377	0.483417661931904
12_11186414	12	11186414	0.632145623344094
12_11186452	12	11186452	0.26196235984951
12_11268024	12	11268024	-0.0655498533095541
12_11308338	12	11308338	0.0483097880772213
12_11308483	12	11308483	0.101516104295262
12_11308585	12	11308585	-0.1539280481393
12_11308713	12	11308713	0.022224573926854
12_11308868	12	11308868	-0.0271381503643587
12_11353815	12	11353815	-0.0223311653560875
12_11393008	12	11393008	-0.146774092782249
12_11393194	12	11393194	-0.382806840732669
12_11393371	12	11393371	-0.828235449122068
12_11393566	12	11393566	-0.536520591663862
12_11393691	12	11393691	-0.436670867745444
12_11393744	12	11393744	-0.338107033261854
12_11393874	12	11393874	-0.387860068458954
12_11393950	12	11393950	-0.0226052075339252
12_11839234	12	11839234	0.0452216062896511
12_11869456	12	11869456	0.157290082663315
12_11869602	12	11869602	0.371329042760118
12_12079386	12	12079386	0.00738953276391229
12_12087265	12	12087265	0.121964219631493
12_12087366	12	12087366	0.13303556790214
12_12094682	12	12094682	0.171842113042456
12_12094767	12	12094767	0.197945866978355
12_12094822	12	12094822	-0.132216534531669
12_12094859	12	12094859	-0.47173159739205
12_12115296	12	12115296	0.35608453721406
12_12126801	12	12126801	0.219374731037195
12_12126883	12	12126883	0.10549961821376
12_12135227	12	12135227	0.180582248040136
12_12159862	12	12159862	0.371610498467248
12_12244465	12	12244465	0.238587851475701
12_12330085	12	12330085	0.335715398849425
12_12330099	12	12330099	0.40555321347836
12_12330341	12	12330341	0.173747919186032
12_12330360	12	12330360	0.142158088792608
12_12330384	12	12330384	0.176466139567904
12_12330779	12	12330779	0.206497729843161
12_12343219	12	12343219	0.0333035336167313
12_12435644	12	12435644	0.165935472075734
12_12465756	12	12465756	-0.00351936640302665
12_12477691	12	12477691	0.212729683554675
12_12477735	12	12477735	0.156874100621636
12_12477769	12	12477769	0.262622783317618
12_12519920	12	12519920	0.00981627015845218
12_12635803	12	12635803	0.0231077665108426
12_12661804	12	12661804	0.190166049332463
12_12661884	12	12661884	-0.0638453720048066
12_12661888	12	12661888	-0.0865682662658901
12_12662211	12	12662211	-0.0166559412027386
12_12718165	12	12718165	0.187961778405733
12_12718265	12	12718265	0.0546952475422691
12_12718926	12	12718926	0.132252345819446
12_12726042	12	12726042	0.279358107146631
12_12726320	12	12726320	0.602999277684577
12_12786958	12	12786958	0.112860323165015
12_12786983	12	12786983	0.0551837585232809
12_12787487	12	12787487	0.121324585375443
12_12787509	12	12787509	0.0289504371151677
12_12813452	12	12813452	0.15859971877439
12_12814193	12	12814193	0.254234997824899
12_12908360	12	12908360	-0.00468329953666267
12_12908415	12	12908415	0.0160752606301348
12_12908601	12	12908601	0.175735476072474
12_12908619	12	12908619	0.44575953587338
12_12908657	12	12908657	0.320856048903079
12_12908861	12	12908861	0.0327306621064543
12_12912105	12	12912105	-0.131215705465594
12_12940780	12	12940780	-0.0211338203172568
12_12949642	12	12949642	0.246855467459302
12_12949671	12	12949671	0.255572684560411
12_12949918	12	12949918	-0.190549844847997
12_12950262	12	12950262	-0.15237835359551
12_12975329	12	12975329	0.329317627651275
12_13055618	12	13055618	0.0847078166087084
12_13055891	12	13055891	0.239437995896819
12_13058537	12	13058537	0.276001813118818
12_13061603	12	13061603	-0.0939316546793765
12_13071396	12	13071396	-0.0277669126497039
12_13085177	12	13085177	0.446464493151462
12_13087228	12	13087228	0.129285871078126
12_13089292	12	13089292	0.0141947106690265
12_13090713	12	13090713	-0.0579991140691193
12_13211542	12	13211542	-0.0750726274280607
12_13213570	12	13213570	0.18516314505306
12_13213947	12	13213947	0.0116390057652703
12_13214572	12	13214572	-0.12614681202233
12_13564547	12	13564547	0.344641359060256
12_13564574	12	13564574	0.187961778405733
12_13611840	12	13611840	0.251155604892927
12_13785842	12	13785842	-0.0497615388988731
12_13800184	12	13800184	0.109351943709367
12_13865843	12	13865843	0.123256089017918
12_14424331	12	14424331	0.155811254802027
12_14424338	12	14424338	0.187961778405733
12_14424573	12	14424573	-0.196751184016313
12_14424958	12	14424958	0.219110476976398
12_14434367	12	14434367	0.156252918678395
12_14460537	12	14460537	0.315386849130117
12_14478405	12	14478405	-0.353788655494124
12_14503834	12	14503834	-0.131656155794428
12_14503863	12	14503863	-0.117507893748457
12_14506992	12	14506992	0.343531486870976
12_14511661	12	14511661	0.111805507295449
12_14535710	12	14535710	0.418335935403656
12_14613124	12	14613124	0.0244630461228538
12_14616712	12	14616712	-0.00368799419129525
12_14641128	12	14641128	-0.154507094922466
12_14683083	12	14683083	-0.111598503453175
12_14683143	12	14683143	0.0802055980498503
12_14683152	12	14683152	0.0769304660169893
12_14746723	12	14746723	-0.458987609211124
12_14769975	12	14769975	0.167288210140983
12_14770995	12	14770995	-0.0123368720800979
12_14806140	12	14806140	0.00565864468479646
12_14806457	12	14806457	0.132159986737382
12_14806536	12	14806536	0.049374743496428
12_14823563	12	14823563	0.135494358511598
12_14823619	12	14823619	0.0646521362385526
12_14823637	12	14823637	0.032842711738827
12_14840674	12	14840674	-0.0408569120901477
12_14840920	12	14840920	0.322262870117324
12_14841081	12	14841081	-0.382254136946237
12_14882112	12	14882112	0.129466129095589
12_14882147	12	14882147	0.144708580451849
12_14882253	12	14882253	0.0532514695474788
12_14921018	12	14921018	0.101353939956207
12_14928964	12	14928964	0.141738761645087
12_14937993	12	14937993	0.0824686495584193
12_14942624	12	14942624	-0.0499816464652302
12_14947891	12	14947891	-0.0488410858548812
12_14981419	12	14981419	-0.0379196290105945
12_14981547	12	14981547	-0.0659704203208082
12_15109281	12	15109281	0.0167198484914298
12_15109425	12	15109425	-0.0623615756785068
12_15111340	12	15111340	-0.118574266064647
12_15503898	12	15503898	-0.0750726274280607
12_15508630	12	15508630	0.142832402916074
12_15526186	12	15526186	-0.264106451818078
12_15578864	12	15578864	-0.14324413006964
12_15580735	12	15580735	0.165935472075734
12_15581708	12	15581708	0.154932978018263
12_15623230	12	15623230	0.121324585375443
12_15623283	12	15623283	-0.00200916523833734
12_15624339	12	15624339	0.260275983221623
12_15624379	12	15624379	0.227490142592371
12_15647153	12	15647153	0.238742821671982
12_15650970	12	15650970	0.276399743073317
12_16194374	12	16194374	0.095972913908167
12_16224580	12	16224580	0.142158088792608
12_16239720	12	16239720	0.0794373216275641
12_16244743	12	16244743	0.0151251815435175
12_16244800	12	16244800	-0.0536989766354937
12_16272613	12	16272613	-0.206317160706313
12_16272722	12	16272722	-0.21662677164208
12_16277350	12	16277350	-0.190549844847997
12_16277517	12	16277517	0.10549961821376
12_16277655	12	16277655	0.0464893524528524
12_16277658	12	16277658	-0.0415200677170342
12_16594271	12	16594271	-0.241722496837512
12_18081322	12	18081322	0.218373091301827
12_18084544	12	18084544	0.130511506221833
12_18282518	12	18282518	0.0973945685767049
12_18286863	12	18286863	-0.149619580793115
12_18290875	12	18290875	0.133513994383357
12_18293947	12	18293947	0.0532514695474788
12_18293990	12	18293990	0.185973225312279
12_18320994	12	18320994	-0.113891876318589
12_18346673	12	18346673	-0.0419057634928612
12_18496123	12	18496123	-0.12207010696523
12_18503291	12	18503291	0.103897513617259
12_18566953	12	18566953	0.220383256098111
12_18688181	12	18688181	-0.034045359168006
12_18715734	12	18715734	0.425356363081428
12_18723318	12	18723318	0.596304625110569
12_18738383	12	18738383	0.10779142972175
12_19274830	12	19274830	0.00981627015845218
12_19322667	12	19322667	0.0168498620129787
12_19343367	12	19343367	0.102714491787222
12_19347126	12	19347126	-0.0419057634928612
12_19347177	12	19347177	0.113961196961956
12_19358377	12	19358377	0.412477371635151
12_19366066	12	19366066	-0.144114271857712
12_19366068	12	19366068	-0.143459602408311
12_19500128	12	19500128	0.586125459120181
12_20020830	12	20020830	-0.040307209267384
12_20369515	12	20369515	-0.264106451818078
12_20369869	12	20369869	0.177114396168741
12_20369917	12	20369917	0.0474113790969344
12_20613625	12	20613625	-0.0901795198182689
12_20621383	12	20621383	0.164265685962377
12_20648864	12	20648864	0.181267125831725
12_20654111	12	20654111	0.244387211868552
12_20707159	12	20707159	-0.23857135971094
12_20721955	12	20721955	-0.1922561667984
12_20740325	12	20740325	0.114405171435652
12_20750823	12	20750823	-0.0239984428337912
12_20752316	12	20752316	0.137230976284803
12_20815807	12	20815807	0.0906645770508183
12_20855051	12	20855051	0.0676675446880215
12_20862414	12	20862414	0.106534179061887
12_20875266	12	20875266	0.200107208267823
12_20875274	12	20875274	0.187961778405733
12_20875308	12	20875308	0.176466139567904
12_20880870	12	20880870	0.187961778405733
12_20883477	12	20883477	-0.222826247871753
12_20901459	12	20901459	0.0751700081525519
12_20901984	12	20901984	0.201445007769355
12_20916115	12	20916115	0.270524373352934
12_21023201	12	21023201	-0.133966316481629
12_21047085	12	21047085	-0.269450672594912
12_21048729	12	21048729	-0.0750726274280607
12_21076560	12	21076560	-0.194654243180733
12_21089920	12	21089920	0.400847113997805
12_21090067	12	21090067	0.321444783879985
12_21090101	12	21090101	0.184571189204959
12_21141604	12	21141604	0.115870155283335
12_21164857	12	21164857	-0.636951515036176
12_21168436	12	21168436	0.194534432329219
12_21172880	12	21172880	-0.172097081822925
12_21176804	12	21176804	0.0654085961217698
12_21176827	12	21176827	0.0754870491473209
12_21178615	12	21178615	0.0365727284008483
12_21178665	12	21178665	0.049374743496428
12_21200686	12	21200686	0.112999720724511
12_21202603	12	21202603	0.0104454437579966
12_21205988	12	21205988	0.227111532160887
12_21206031	12	21206031	0.190821432544974
12_21215788	12	21215788	-0.448531022955505
12_21225087	12	21225087	-0.120876317041185
12_21229685	12	21229685	0.299966803918864
12_21269558	12	21269558	-0.109838045588737
12_21294002	12	21294002	-0.20060350951192
12_21335070	12	21335070	0.0180367769634208
12_21373717	12	21373717	0.212209324652411
12_21378313	12	21378313	0.204211130050808
12_21378348	12	21378348	0.153551747619902
12_21455266	12	21455266	-0.193254053776375
12_21456880	12	21456880	-0.171748646839734
12_21467522	12	21467522	0.211808520360101
12_21471035	12	21471035	-0.0997346816623298
12_21475570	12	21475570	0.124236180795346
12_21491655	12	21491655	0.00541729043230717
12_21536998	12	21536998	0.125974891510032
12_21537012	12	21537012	0.13303556790214
12_21537061	12	21537061	0.0462336687940728
12_21539276	12	21539276	-0.434802755027807
12_21558233	12	21558233	-0.161045850537914
12_21559154	12	21559154	0.287497451956648
12_21560468	12	21560468	-0.0499816464652302
12_21575940	12	21575940	-0.0218306061510812
12_21580365	12	21580365	0.118937992538565
12_21635668	12	21635668	-0.0750726274280607
12_21636923	12	21636923	-0.0337318320471611
12_21642075	12	21642075	0.0486627409941842
12_21765997	12	21765997	-0.0906694824790792
12_21842378	12	21842378	0.0935269765476842
12_21842430	12	21842430	0.195379249968216
12_21845669	12	21845669	-0.261485751658942
12_21863055	12	21863055	-0.0599657350378524
12_21894157	12	21894157	0.0609889221479678
12_22060852	12	22060852	-0.0206248434056842
12_22065226	12	22065226	-0.149073208871838
12_22201564	12	22201564	0.396233091497529
12_22223742	12	22223742	0.246855467459302
12_22449862	12	22449862	0.192211251407091
12_22506786	12	22506786	-0.100163608390891
12_22661089	12	22661089	0.0435718690705582
12_22661102	12	22661102	0.0483097880772213
12_23950416	12	23950416	0.771217957176486
12_24832725	12	24832725	0.457148411221122
12_24901853	12	24901853	-0.257550679213458
12_25011374	12	25011374	0.250168201500137
12_25011432	12	25011432	0.0262107084091209
12_25015216	12	25015216	-0.0536989766354937
12_25026810	12	25026810	-0.100835723493142
12_25033860	12	25033860	0.0480756033448044
12_25090181	12	25090181	-0.166220515486256
12_25102198	12	25102198	0.110282414583858
12_25107967	12	25107967	-0.0637573142002265
12_25108801	12	25108801	0.246855467459302
12_25111858	12	25111858	-0.0248868702598438
12_25144511	12	25144511	0.152104856473764
12_25158555	12	25158555	0.0681220083997299
12_25161141	12	25161141	-0.0424064385077387
12_25161171	12	25161171	0.110672891496651
12_25208590	12	25208590	0.279358107146631
12_25209843	12	25209843	0.379103265757741
12_25250839	12	25250839	0.292659157072427
12_25250917	12	25250917	-0.132216534531669
12_25251181	12	25251181	0.00200359559058018
12_25518825	12	25518825	-0.312764185147391
12_25518868	12	25518868	0.00645725806853788
12_25526812	12	25526812	0.101805134656018
12_25526907	12	25526907	0.097763969434155
12_26064634	12	26064634	-0.235537299621307
12_26064919	12	26064919	0.259346411642499
12_26065047	12	26065047	0.260111564161568
12_26065191	12	26065191	-0.40438025268102
12_26065280	12	26065280	0.0874803853578991
12_26068721	12	26068721	-0.0750726274280607
12_26122399	12	26122399	0.252732033795971
12_26195714	12	26195714	0.238587851475701
12_26230745	12	26230745	-0.214797391094674
12_26230878	12	26230878	0.027497106212487
12_26230901	12	26230901	0.0216033919836133
12_26486332	12	26486332	-0.0936883055954075
12_26510630	12	26510630	0.117572450514335
12_26596898	12	26596898	0.0439800442157026
12_26602630	12	26602630	-0.323893174042154
12_26624354	12	26624354	-0.098723895492706
12_26631917	12	26631917	-0.0483552890522812
12_26631998	12	26631998	0.0276130365465032
12_26656383	12	26656383	0.324023327981762
12_26656473	12	26656473	0.133244608696664
12_26657844	12	26657844	0.0824686495584193
12_26657883	12	26657883	0.0359586849606832
12_26658112	12	26658112	0.00154865417485181
12_26681900	12	26681900	0.213052759368564
12_26701191	12	26701191	-0.159136892216535
12_26715356	12	26715356	0.216158670236385
12_26715389	12	26715389	0.0349809180368532
12_26724720	12	26724720	0.0334518293501084
12_26832707	12	26832707	0.0785505616851512
12_26832711	12	26832711	0.142832402916074
12_26911299	12	26911299	0.675407773212627
12_26913597	12	26913597	-0.0053636556166562
12_26924476	12	26924476	0.10549961821376
12_27003328	12	27003328	0.206865736130616
12_27022707	12	27022707	-0.0120628299022601
12_27022736	12	27022736	-0.103087003597657
12_27081251	12	27081251	0.292659157072427
12_27081267	12	27081267	0.276001813118818
12_27081991	12	27081991	0.276399743073317
12_27082066	12	27082066	0.150995452051786
12_27082193	12	27082193	0.096114022578163
12_27317933	12	27317933	-0.0508250811813834
12_27400633	12	27400633	0.234031427101718
12_27403456	12	27403456	-0.0478511586930365
12_27474872	12	27474872	0.295765067940248
12_27475674	12	27475674	0.182725130039586
12_27488532	12	27488532	-0.31899821031415
12_27488540	12	27488540	-0.435248191672386
12_27635088	12	27635088	-0.21593516326791
12_27672474	12	27672474	0.147319793908387
12_27687487	12	27687487	0.202461348100848
12_27689130	12	27689130	-0.0750726274280607
12_27691830	12	27691830	0.47008886523512
12_27691891	12	27691891	0.246855467459302
12_27696862	12	27696862	-0.0382358592476892
12_27696970	12	27696970	-0.293907229351319
12_27755435	12	27755435	0.270062858620627
12_27762785	12	27762785	-0.25195038951214
12_27762963	12	27762963	0.0359586849606832
12_27763011	12	27763011	-0.0230779897897993
12_27763365	12	27763365	-0.00398952936657803
12_27780721	12	27780721	-0.569181697698103
12_28259439	12	28259439	-0.0611334364701869
12_28304685	12	28304685	-0.00743391055269731
12_28306836	12	28306836	0.233877613461092
12_28362450	12	28362450	-0.439484053636936
12_28450179	12	28450179	0.11220594076452
12_28452493	12	28452493	0.227490142592371
12_29270423	12	29270423	-0.0371047772290402
12_29270527	12	29270527	0.190271939092934
12_29293464	12	29293464	0.179741271600765
12_29297183	12	29297183	0.246855467459302
12_29317004	12	29317004	0.0639037857207497
12_29332626	12	29332626	0.0101746591904505
12_29423234	12	29423234	0.15199628111786
12_29423258	12	29423258	0.179741271600765
12_29430904	12	29430904	0.160030845657941
12_29440705	12	29440705	-0.141161817885833
12_29451459	12	29451459	0.209656849505052
12_29455305	12	29455305	-0.168182031819542
12_29462008	12	29462008	0.0442263009442838
12_29464617	12	29464617	0.309268074627867
12_29471848	12	29471848	-0.109561003813351
12_29473035	12	29473035	0.00806860787218533
12_29475083	12	29475083	0.434399673708832
12_29477453	12	29477453	-0.631465975952446
12_29477537	12	29477537	-0.356642984699282
12_29478888	12	29478888	-0.189632391690916
12_29486253	12	29486253	0.0701252881118751
12_29489640	12	29489640	0.121619283577037
12_29495329	12	29495329	-0.113891876318589
12_29495342	12	29495342	0.00946088278360711
12_29496624	12	29496624	0.156743047795013
