	Chromosome	Position	63RT3_TISSUE_vs_63RT3_PBMC.tumour
8_143923488	8	143923488	-0.452652293776201
8_143923759	8	143923759	0.872803174606486
8_143924133	8	143924133	0.117501521430876
8_143924452	8	143924452	0.292381738512399
8_143925278	8	143925278	0.101128551696675
8_143925331	8	143925331	-0.166906535195485
8_143925453	8	143925453	-0.320753328624223
8_143925474	8	143925474	-0.142453491470946
8_143925563	8	143925563	0.0136657104463358
8_143925699	8	143925699	-0.123837813303599
8_143927314	8	143927314	-0.169780430649595
8_143927314.1	8	143927314	-0.169780430649595
8_143927902	8	143927902	0.404686328606644
8_143929517	8	143929517	-0.354721695533687
8_143929534	8	143929534	-0.148085359550276
8_143930017	8	143930017	-0.0611020579556364
8_143930017.1	8	143930017	-0.0611020579556364
8_143930220	8	143930220	-0.0365200467218811
8_143931975	8	143931975	-0.291188871082085
8_143931975.1	8	143931975	-0.291188871082085
8_143932901	8	143932901	-0.277797103713976
8_143933019	8	143933019	-0.0336400043320208
8_143933241	8	143933241	-0.123837813303599
8_143933331	8	143933331	-0.0381732210732822
8_143933331.1	8	143933331	-0.0381732210732822
8_143934392	8	143934392	-0.304074587477593
8_143934868	8	143934868	0.091668222447609
8_143935035	8	143935035	0.0136657104463358
8_143943802	8	143943802	-0.188827153452407
8_143950204	8	143950204	-0.00905436605374769
8_143977999	8	143977999	0.201292713622107
8_143983062	8	143983062	0.149727260022364
8_143983603	8	143983603	0.175937139345213
8_143984092	8	143984092	-0.577528743986335
8_143985944	8	143985944	0.409594386777475
8_143991389	8	143991389	-0.763941868217216
8_143991514	8	143991514	-0.268734020254389
8_144012659	8	144012659	-0.220131474162361
8_144012708	8	144012708	0.183590711888648
8_144039955	8	144039955	0.0136657104463358
8_144040065	8	144040065	0.118635270047878
8_144040207	8	144040207	0.0511404158649987
8_144040385	8	144040385	-0.0233284970358658
8_144040658	8	144040658	-0.298278295868404
8_144046684	8	144046684	-0.125310702702475
8_144046857	8	144046857	-0.174779378966774
8_144048810	8	144048810	-0.113446207457004
8_144049557	8	144049557	0.0737867028839067
8_144049851	8	144049851	-0.00679839211337971
8_144051061	8	144051061	-0.0567236174450622
8_144051373	8	144051373	0.0827073548759872
8_144052892	8	144052892	0.246864886739367
8_144053248	8	144053248	-0.442013773329854
8_144054582	8	144054582	0.156270105889136
8_144055873	8	144055873	-0.0847379936146586
8_144056195	8	144056195	-0.153444275388922
8_144056626	8	144056626	0.130479375429086
8_144058545	8	144058545	-0.00245395491694111
8_144058595	8	144058595	-0.0737971308040036
8_144058889	8	144058889	0.00243845502308158
8_144063745	8	144063745	0.0363857869464191
8_144078842	8	144078842	-0.0574173876151469
8_144078873	8	144078873	-0.00382171628250531
8_144079719	8	144079719	-0.0138150259757713
8_144079996	8	144079996	0.0136657104463358
8_144080361	8	144080361	-0.623764210168956
8_144084146	8	144084146	0.243671315892659
8_144084448	8	144084448	0.224232696385994
8_144095929	8	144095929	0.197111851542267
8_144097318	8	144097318	0.486735331096595
8_144097467	8	144097467	0.0580598298047892
8_144098948	8	144098948	0.102021584867183
8_144099319	8	144099319	-0.100666965032659
8_144099840	8	144099840	0.0136657104463358
8_144100007	8	144100007	-0.191448719458277
8_144103600	8	144103600	-0.173961292729436
8_144103745	8	144103745	0.175416780442948
8_144106522	8	144106522	0.27670011628013
8_144106993	8	144106993	0.27670011628013
8_144108718	8	144108718	0.118635270047878
8_144108781	8	144108781	0.0561009767667327
8_144109587	8	144109587	0.444300064776198
8_144110384	8	144110384	0.0667770469058982
8_144113452	8	144113452	0.259422124848294
8_144113673	8	144113673	-0.0916872896998928
8_144114292	8	144114292	0.0725593994999046
8_144114542	8	144114542	0.0136657104463358
8_144114891	8	144114891	0.221773905776536
8_144115421	8	144115421	0.331841670472591
8_144115632	8	144115632	-0.136359733558272
8_144115729	8	144115729	-0.0697502977413017
8_144116100	8	144116100	-0.362897641017872
8_144137996	8	144137996	-0.111865171637523
8_144138810	8	144138810	-0.334257592973971
8_144139059	8	144139059	-0.189151172553351
8_144180212	8	144180212	0.32486739874064
8_144180501	8	144180501	0.0303444515929662
8_144190926	8	144190926	0.127836730365647
8_144199182	8	144199182	0.093836059130319
8_144211819	8	144211819	0.257591293332425
8_144223149	8	144223149	-0.262665518000916
8_144243893	8	144243893	-0.205900666811349
8_144244321	8	144244321	0.0725593994999046
8_144247669	8	144247669	-0.0831958288062531
8_144254922	8	144254922	-0.255151047981464
8_144254962	8	144254962	-0.0294030114455502
8_144260341	8	144260341	0.332616105533803
8_144260786	8	144260786	0.155684715318764
8_144261692	8	144261692	0.0814103170821701
8_144263045	8	144263045	-0.305284684641131
8_144263374	8	144263374	-0.0540788961894983
8_144263480	8	144263480	-0.0973656019424081
8_144264098	8	144264098	0.0497349651538575
8_144264565	8	144264565	0.031367712179795
8_144265060	8	144265060	0.165668803891386
8_144291829	8	144291829	0.288104879552379
8_144309837	8	144309837	-0.412098195425566
8_144311970	8	144311970	-0.0378645901937462
8_144333362	8	144333362	-0.52475420433779
8_144353985	8	144353985	0.0702492388127035
8_144354239	8	144354239	0.378238142742192
8_144355602	8	144355602	-0.0123294980866088
8_144356049	8	144356049	0.0136657104463358
8_144356348	8	144356348	0.327326189350098
8_144356438	8	144356438	0.406810603876337
8_144357684	8	144357684	-0.0487983765003178
8_144360677	8	144360677	0.00505258014162771
8_144375608	8	144375608	0.109243370428567
8_144379425	8	144379425	-0.332109126395394
8_144379479	8	144379479	-0.334257592973971
8_144391042	8	144391042	0.0737867028839067
8_144393732	8	144393732	0.0713812083026232
8_144393989	8	144393989	-0.138337382998714
8_144395549	8	144395549	-0.354066074054151
8_144396654	8	144396654	0.127621899743422
8_144397402	8	144397402	-0.0932494934701761
8_144397646	8	144397646	-0.0470883206327605
8_144397787	8	144397787	0.000119178608388074
8_144398005	8	144398005	-0.338636033484545
8_144399140	8	144399140	-0.258413834990465
8_144399997	8	144399997	-0.161420996111756
8_144400437	8	144400437	-0.36966292910517
8_144400484	8	144400484	-0.0555969519907778
8_144401496	8	144401496	-0.539932619365485
8_144409108	8	144409108	-0.203145678626812
8_144412870	8	144412870	-0.0965172073040871
8_144414270	8	144414270	-0.185643097777071
8_144414285	8	144414285	-0.366938291768634
8_144414270.1	8	144414270	-0.185643097777071
8_144414285.1	8	144414285	-0.366938291768634
8_144414270.2	8	144414270	-0.185643097777071
8_144414285.2	8	144414285	-0.366938291768634
8_144414270.3	8	144414270	-0.185643097777071
8_144414285.3	8	144414285	-0.366938291768634
8_144414409	8	144414409	-0.288897059574095
8_144415027	8	144415027	-0.317540198029037
8_144415362	8	144415362	-0.171549162020572
8_144415944	8	144415944	0.0651960110864179
8_144415963	8	144415963	0.186502307308551
8_144416180	8	144416180	0.0768595369335296
8_144416204	8	144416204	0.183590711888648
8_144424802	8	144424802	0.048855138908636
8_144425741	8	144425741	0.352081928122267
8_144430477	8	144430477	-0.0717257807843089
8_144432378	8	144432378	0.105588199887375
8_144433629	8	144433629	0.335593805333698
8_144433694	8	144433694	0.304897008110782
8_144434854	8	144434854	0.151169234196271
8_144435756	8	144435756	0.102021584867183
8_144435937	8	144435937	0.0446926060669604
8_144436164	8	144436164	0.0719643510110029
8_144436662	8	144436662	-0.00227583342268562
8_144438491	8	144438491	0.154528246286186
8_144440039	8	144440039	0.0136657104463358
8_144440043	8	144440043	0.0416800866159322
8_144440068	8	144440068	0.158055619781511
8_144440393	8	144440393	-0.158100637820144
8_144440747	8	144440747	-0.0848981240372536
8_144441008	8	144441008	-0.0629555711565767
8_144462635	8	144462635	-0.336831536637798
8_144464373	8	144464373	0.223588779820567
8_144467569	8	144467569	-0.159982377038694
8_144468640	8	144468640	-0.287200768913197
8_144469504	8	144469504	0.165668803891386
8_144469632	8	144469632	-0.057887550578698
8_144471977	8	144471977	0.149320809803902
8_144472998	8	144472998	0.455175421086371
8_144474963	8	144474963	-0.275840906748649
8_144476063	8	144476063	0.203996922550485
8_144476063.1	8	144476063	0.203996922550485
8_144476063.2	8	144476063	0.203996922550485
8_144476063.3	8	144476063	0.203996922550485
8_144497239	8	144497239	0.0931001779407406
8_144500951	8	144500951	-0.115617306498631
8_144501756	8	144501756	0.102474977404192
8_144505426	8	144505426	0.492833547144895
8_144506731	8	144506731	-0.354721695533687
8_144509840	8	144509840	-0.119089498405436
8_144510410	8	144510410	-0.366365339004595
8_144511138	8	144511138	-0.114658386529204
8_144511527	8	144511527	-0.679672951319612
8_144511527.1	8	144511527	-0.679672951319612
8_144511527.2	8	144511527	-0.679672951319612
8_144511991	8	144511991	0.136149716971331
8_144512253	8	144512253	-0.195787655182614
8_144512322	8	144512322	-0.0794436939451457
8_144512322.1	8	144512322	-0.0794436939451457
8_144512322.2	8	144512322	-0.0794436939451457
8_144512433	8	144512433	0.33013937524159
8_144512433.1	8	144512433	0.33013937524159
8_144512433.2	8	144512433	0.33013937524159
8_144513001	8	144513001	-0.471761116723906
8_144513304	8	144513304	-0.367763396189688
8_144513556	8	144513556	-0.223373486854513
8_144513685	8	144513685	-0.215152980049545
8_144513685.1	8	144513685	-0.215152980049545
8_144516002	8	144516002	0.0286160519123073
8_144516004	8	144516004	0.0892167434535125
8_144516029	8	144516029	0.106775114837817
8_144516002.1	8	144516002	0.0286160519123073
8_144516004.1	8	144516004	0.0892167434535125
8_144516029.1	8	144516029	0.106775114837817
8_144517095	8	144517095	-0.0140792800365685
8_144517095.1	8	144517095	-0.0140792800365685
8_144517104	8	144517104	-0.0913038491552067
8_144517130	8	144517130	-0.073045922746995
8_144517432	8	144517432	0.394269712661306
8_144517432.1	8	144517432	0.394269712661306
8_144517432.2	8	144517432	0.394269712661306
8_144517432.3	8	144517432	0.394269712661306
8_144519884	8	144519884	-0.1315322050936
8_144520715	8	144520715	-0.0932494934701761
8_144520914	8	144520914	0.118002370261071
8_144521361	8	144521361	-0.134087909997356
8_144524912	8	144524912	0.0797549009041082
8_144527978	8	144527978	-0.0707264768440367
8_144528803	8	144528803	-0.182254499528921
8_144528888	8	144528888	0.0136657104463358
8_144530515	8	144530515	-0.130724198888839
8_144530789	8	144530789	-0.562835211526624
8_144534156	8	144534156	-0.162491244707491
8_144547180	8	144547180	0.244991256552792
8_144721783	8	144721783	-0.475918742197562
8_144722391	8	144722391	-0.26531023925648
8_144723055	8	144723055	-0.216631908975458
8_144753753	8	144753753	-0.195429888276654
8_144773695	8	144773695	-0.167781160891196
8_144778523	8	144778523	0.180775696281594
8_144791906	8	144791906	-0.0429178179200316
8_144804180	8	144804180	-0.1018115069736
8_144807908	8	144807908	-0.0820932723590949
8_144810178	8	144810178	-0.0558752228067414
8_144829421	8	144829421	-0.153791035405227
8_144841669	8	144841669	0.137654427721789
8_144841740	8	144841740	-0.190348181575258
8_144842937	8	144842937	0.406676903395181
8_144846103	8	144846103	0.335593805333698
8_144889982	8	144889982	-0.0932494934701761
8_144930861	8	144930861	-0.165883709884377
8_144930912	8	144930912	-0.135197675468147
8_144931248	8	144931248	0.338906539374534
8_144931535	8	144931535	0.396994349997842
8_144931879	8	144931879	-0.296189552140452
8_144932073	8	144932073	0.376235789831044
8_144946051	8	144946051	-0.14927286067987
8_144946188	8	144946188	-0.0831958288062531
8_145052730	8	145052730	-0.392654571731399
8_145052766	8	145052766	-0.288362827003322
8_145053087	8	145053087	0.236058131782784
8_145053409	8	145053409	-0.133891477967522
8_145053425	8	145053425	-0.135711913591891
8_145060604	8	145060604	-0.173102801159391
8_145060818	8	145060818	0.206310788388732
8_145060866	8	145060866	0.0813044273216991
8_145065750	8	145065750	-0.199328012887862
9_116861	9	116861	-0.263512877707728
9_116911	9	116911	-0.236709123415993
9_117666	9	117666	-0.190425894147168
9_117934	9	117934	-0.32007168673066
9_117998	9	117998	-0.177865747185352
9_118033	9	118033	-0.442891058270775
9_118099	9	118099	-0.0105818358003415
9_121470	9	121470	-0.240575576929452
9_214679	9	214679	0.0497349651538575
9_214706	9	214706	0.173143924453532
9_214719	9	214719	0.361589013866643
9_214847	9	214847	-0.245421510870795
9_271638	9	271638	0.183590711888648
9_286593	9	286593	0.0787607386682209
9_312134	9	312134	-0.183780353759881
9_334337	9	334337	-0.0294030114455502
9_368030	9	368030	-0.20534407149546
9_368030.1	9	368030	-0.20534407149546
9_368288	9	368288	-0.601670439318339
9_368289	9	368289	-0.778529404440262
9_368294	9	368294	-0.767021261149188
9_377111	9	377111	0.152828458117961
9_390512	9	390512	-0.226385377386619
9_396837	9	396837	-0.148221971930558
9_399255	9	399255	-0.138337382998714
9_399255.1	9	399255	-0.138337382998714
9_399255.2	9	399255	-0.138337382998714
9_405094	9	405094	-0.198637893266528
9_414854	9	414854	-0.0814915225940042
9_418180	9	418180	-0.313499032807174
9_421032	9	421032	-0.198637893266528
9_422052	9	422052	0.103462380796982
9_428376	9	428376	-0.540534536504134
9_428376.1	9	428376	-0.540534536504134
9_439376	9	439376	0.0602082963833659
9_439376.1	9	439376	0.0602082963833659
9_441952	9	441952	0.0713812083026232
9_449798	9	449798	-0.091944477514263
9_449798.1	9	449798	-0.091944477514263
9_676988	9	676988	-0.526902670916367
9_707463	9	707463	-0.220291462523034
9_708279	9	708279	-0.247662373437055
9_710915	9	710915	-0.559801151436991
9_710966	9	710966	-0.300149738653707
9_711112	9	711112	-0.139808770215382
9_711359	9	711359	0.0136657104463358
9_711399	9	711399	0.11320138399725
9_712060	9	712060	-0.36966292910517
9_712599	9	712599	-0.267354440860821
9_730054	9	730054	0.0392008025534732
9_730199	9	730199	-0.113091431839603
9_738323	9	738323	-0.333137053080056
9_740847	9	740847	-0.615496594185355
9_740885	9	740885	-0.330779821002454
9_740901	9	740901	-0.352761844607887
9_744505	9	744505	0.093836059130319
9_744623	9	744623	-0.161420996111756
9_842051	9	842051	-0.0326279418275991
9_842568	9	842568	0.308113068911591
9_990973	9	990973	-0.0444372441172325
9_1051713	9	1051713	-0.210894547572822
9_1056728	9	1056728	0.0136657104463358
9_1056732	9	1056732	0.0702492388127035
9_1056774	9	1056774	-0.274315052517689
9_1056868	9	1056868	-0.100793014138579
9_1056877	9	1056877	-0.0794436939451457
9_1056945	9	1056945	-0.257188199846757
9_1056959	9	1056959	-0.228535191970292
9_1057204	9	1057204	-0.391029844611049
9_2029199	9	2029199	0.266052872080621
9_2039796	9	2039796	0.0634187456434355
9_2039809	9	2039809	0.047414501800876
9_2039815	9	2039815	0.0303444515929662
9_2039818	9	2039818	0.047414501800876
9_2039826	9	2039826	0.0690087442901108
9_2039860	9	2039860	0.00520413169813959
9_2073292	9	2073292	0.116235444086884
9_2087035	9	2087035	-0.392654571731399
9_2170437	9	2170437	-0.131939611800563
9_2191309	9	2191309	-0.404399481530076
9_2191421	9	2191421	0.0614942355369509
9_2622019	9	2622019	-0.465168439413477
9_2622019.1	9	2622019	-0.465168439413477
9_2622019.2	9	2622019	-0.465168439413477
9_2622079	9	2622079	-0.359792685081109
9_2622019.3	9	2622019	-0.465168439413477
9_2622079.1	9	2622079	-0.359792685081109
9_2622079.2	9	2622079	-0.359792685081109
9_2622079.3	9	2622079	-0.359792685081109
9_2622079.4	9	2622079	-0.359792685081109
9_2643449	9	2643449	-0.201602276456731
9_2643847	9	2643847	-0.204514459603198
9_2644829	9	2644829	-0.41014199846024
9_2645719	9	2645719	-0.195281179825161
9_2653914	9	2653914	-0.144838111916151
9_2653914.1	9	2653914	-0.144838111916151
9_2653931	9	2653931	-0.201502384122199
9_2653914.2	9	2653914	-0.144838111916151
9_2653931.1	9	2653931	-0.201502384122199
9_2653914.3	9	2653914	-0.144838111916151
9_2653931.2	9	2653931	-0.201502384122199
9_2653914.4	9	2653914	-0.144838111916151
9_2653931.3	9	2653931	-0.201502384122199
9_2653914.5	9	2653914	-0.144838111916151
9_2653931.4	9	2653931	-0.201502384122199
9_2653914.6	9	2653914	-0.144838111916151
9_2653931.5	9	2653931	-0.201502384122199
9_2653914.7	9	2653914	-0.144838111916151
9_2653931.6	9	2653931	-0.201502384122199
9_2653931.7	9	2653931	-0.201502384122199
9_2717797	9	2717797	-0.401371788832508
9_2718351	9	2718351	-0.634861919052286
9_2718593	9	2718593	-0.57129679027482
9_2718696	9	2718696	-0.457640008479253
9_2718717	9	2718717	-0.409545720278208
9_2718862	9	2718862	-0.0128065009148553
9_2719047	9	2719047	0.0136657104463358
9_2729475	9	2729475	-0.287989989414765
9_2729475.1	9	2729475	-0.287989989414765
9_2729475.2	9	2729475	-0.287989989414765
9_2729686	9	2729686	0.0277408956580587
9_2729705	9	2729705	-0.016391523409844
9_2804393	9	2804393	0.188752417004427
9_2811505	9	2811505	-0.320753328624223
9_2811522	9	2811522	-0.356090909531642
9_2811557	9	2811557	-0.252409149707509
9_2828765	9	2828765	-0.244646285145055
9_2838470	9	2838470	0.182484774662479
9_3257122	9	3257122	-0.0255048868343419
9_3271018	9	3271018	-0.273616241634135
9_3275578	9	3275578	-0.214286236232013
9_3824929	9	3824929	-0.235693758490381
9_3824929.1	9	3824929	-0.235693758490381
9_3824929.2	9	3824929	-0.235693758490381
9_3824929.3	9	3824929	-0.235693758490381
9_3827436	9	3827436	-0.17897936749606
9_3827436.1	9	3827436	-0.17897936749606
9_3827436.2	9	3827436	-0.17897936749606
9_3827757	9	3827757	-0.166906535195485
9_3827757.1	9	3827757	-0.166906535195485
9_3827757.2	9	3827757	-0.166906535195485
9_3855556	9	3855556	0.077230839223802
9_3855616	9	3855616	0.565308137967466
9_4054486	9	4054486	-0.206600409781724
9_4117942	9	4117942	-0.234910642693767
9_4117969	9	4117969	-0.139491077615085
9_4118262	9	4118262	0.0136657104463358
9_4118287	9	4118287	0.303172327641321
9_4118352	9	4118352	0.169784912363618
9_4118388	9	4118388	-0.120190036288455
9_4118540	9	4118540	-0.325136203005423
9_4118734	9	4118734	-0.391590768039923
9_4286255	9	4286255	-0.0567236174450622
9_4544640	9	4544640	-0.00679839211337971
9_4544670	9	4544670	-0.177475776905672
9_4564432	9	4564432	-0.456964114795825
9_4572371	9	4572371	0.0942841706546205
9_4572371.1	9	4572371	0.0942841706546205
9_4574022	9	4574022	-0.00210160541198082
9_4574022.1	9	4574022	-0.00210160541198082
9_4576680	9	4576680	-0.0588467893380322
9_4582082	9	4582082	-0.0040362912871232
9_4582843	9	4582843	-0.282466383563689
9_4585733	9	4585733	0.153843368494596
9_4585733.1	9	4585733	0.153843368494596
9_4617990	9	4617990	-0.0882139035728779
9_4617997	9	4617997	-0.043365234590043
9_4625429	9	4625429	-0.108324813932274
9_4662398	9	4662398	-0.0369603626236321
9_4662580	9	4662580	-0.547450048320452
9_4685008	9	4685008	0.0892167434535125
9_4685128	9	4685128	-0.485905299044176
9_4740962	9	4740962	0.0492896201770571
9_4827062	9	4827062	0.0456086029490901
9_4827072	9	4827072	0.115305972322173
9_4833154	9	4833154	0.467383677889239
9_4841222	9	4841222	-0.0311885253379246
9_4844659	9	4844659	-0.148605718452541
9_4849515	9	4849515	-0.205900666811349
9_4860139	9	4860139	0.1469322413098
9_5055741	9	5055741	-0.177760360206899
9_5077517	9	5077517	-0.0847379936146586
9_5081780	9	5081780	0.0735371664237346
9_5089679	9	5089679	0.0422348626431068
9_5090783	9	5090783	0.129142927866272
9_5114167	9	5114167	-0.180712334720515
9_5114204	9	5114204	-0.117578822831917
9_5114231	9	5114231	-0.136893966129045
9_5114582	9	5114582	-0.0202816214770019
9_5114624	9	5114624	-0.114341901929736
9_5114722	9	5114722	-0.272243161640045
9_5114773	9	5114773	-0.334257592973971
9_5126407	9	5126407	-0.0388017094477996
9_5164183	9	5164183	0.223119076075286
9_5164260	9	5164260	0.101128551696675
9_5231539	9	5231539	0.0344242706131335
9_5231712	9	5231712	-0.408567290236712
9_5233664	9	5233664	-0.0870282891731373
9_5233688	9	5233688	0.172655234207492
9_5300255	9	5300255	-0.21054944649693
9_5300354	9	5300354	-0.303006658989531
9_5304547	9	5304547	0.0688072646387967
9_5335470	9	5335470	-0.297920440219568
9_5339715	9	5339715	-0.0992283459595978
9_5456126	9	5456126	0.208043755613187
9_5457296	9	5457296	-0.223833603280321
9_5462979	9	5462979	-0.298278295868404
9_5467859	9	5467859	0.0136657104463358
9_5534924	9	5534924	-0.157814757498018
9_5549474	9	5549474	-0.232244517596249
9_5549540	9	5549540	-0.316482891245995
9_5557708	9	5557708	-0.104978786052283
9_5720296	9	5720296	0.0428120561058523
9_5757337	9	5757337	-0.0794436939451457
9_5774159	9	5774159	0.0867291726360593
9_5774225	9	5774225	-0.35670273949878
9_5787566	9	5787566	0.065504641965954
9_5798887	9	5798887	0.353152176718003
9_5832928	9	5832928	-0.0365200467218811
9_5859564	9	5859564	0.0833746822577403
9_5892525	9	5892525	0.130075202561646
9_5920900	9	5920900	-0.387696851935432
9_5920988	9	5920988	-0.214001652930787
9_5921028	9	5921028	-0.196754069224036
9_5921040	9	5921040	-0.206933429067061
9_5933822	9	5933822	-0.159982377038694
9_5968860	9	5968860	-0.106628523271376
9_5969249	9	5969249	-0.11596956997026
9_6007551	9	6007551	-0.169780430649595
9_6007772	9	6007772	0.314835245166901
9_6012734	9	6012734	0.0272122422842836
9_6253571	9	6253571	-0.167664054268226
9_6254544	9	6254544	-0.283316027310796
9_6256144	9	6256144	-0.121989388911231
9_6329015	9	6329015	0.0829283728834497
9_6330997	9	6330997	-0.344227881728899
9_6532607	9	6532607	0.0136657104463358
9_6532607.1	9	6532607	0.0136657104463358
9_6532902	9	6532902	0.0539295806600631
9_6556242	9	6556242	0.0476130423696733
9_6589267	9	6589267	-0.352761844607887
9_6589267.1	9	6589267	-0.352761844607887
9_6592868	9	6592868	-0.345415382858493
9_6606634	9	6606634	-0.25381460041865
9_6644629	9	6644629	-0.441528915304491
9_6645251	9	6645251	-0.186632940039495
9_6849518	9	6849518	0.160507098775607
9_6984236	9	6984236	-0.0932494934701761
9_6986589	9	6986589	-0.298278295868404
9_7013799	9	7013799	0.26447381394687
9_7013946	9	7013946	0.0136657104463358
9_7046901	9	7046901	-0.126932619726465
9_7046917	9	7046917	-0.154840013910642
9_7076463	9	7076463	-0.227342389057459
9_7076494	9	7076494	-0.205502810015826
9_7103816	9	7103816	0.153068767111752
9_7174666	9	7174666	-0.462772333496651
9_7174673	9	7174673	-0.414082840582062
9_7799488	9	7799488	-0.1018115069736
9_8331574	9	8331574	-0.903872129361691
9_8331574.1	9	8331574	-0.903872129361691
9_8484240	9	8484240	-0.536886759488989
9_8485894	9	8485894	-0.509896245610677
9_8485996	9	8485996	-0.405873181067449
9_8486143	9	8486143	0.102021584867183
9_8486174	9	8486174	-0.130724198888839
9_8518395	9	8518395	-0.245720918372314
9_8528661	9	8528661	-0.00569961442059524
9_8733833	9	8733833	-0.00361228098549963
9_8879118	9	8879118	-0.0959587807281623
9_11611912	9	11611912	-0.120012724785634
9_11618573	9	11618573	-0.208726710890112
9_12694274	9	12694274	-0.415727081809578
9_12698664	9	12698664	0.282852343261725
9_12698664.1	9	12698664	0.282852343261725
9_12702334	9	12702334	-0.195787655182614
9_12775771	9	12775771	-0.364845912807394
9_12775890	9	12775890	-0.257188199846757
9_12821721	9	12821721	-0.111865171637523
9_13107063	9	13107063	-0.0614357447943829
9_13110001	9	13110001	-0.261341337053534
9_13112025	9	13112025	-0.139957478666876
9_13133862	9	13133862	-0.356090909531642
9_13143493	9	13143493	-0.186867276926373
9_13150532	9	13150532	-0.090170100538204
9_13150559	9	13150559	-0.0697502977413017
9_13176226	9	13176226	-0.364845912807394
9_13176313	9	13176313	-0.186103801929442
9_13176394	9	13176394	-0.451002556557108
9_13186322	9	13186322	0.218283430054808
9_13188786	9	13188786	-0.147615196586725
9_13188883	9	13188883	-0.0567236174450622
9_13192286	9	13192286	0.183590711888648
9_13205986	9	13205986	0.304714492449726
9_13206089	9	13206089	0.11675920341044
9_13217217	9	13217217	0.028165280141451
9_13219604	9	13219604	-0.0625698753807495
9_13222322	9	13222322	-0.308262384441026
9_13222386	9	13222386	-0.462362418721656
9_13222419	9	13222419	-0.231911498310912
9_13223575	9	13223575	-0.376793766111842
9_13224442	9	13224442	-0.0973656019424081
9_13224489	9	13224489	-0.0924626404150075
9_14087770	9	14087770	0.141045016922563
9_14722490	9	14722490	-0.335668541781678
9_14737408	9	14737408	-0.559223957974245
9_14737408.1	9	14737408	-0.559223957974245
9_14737508	9	14737508	0.118847947138392
9_14759777	9	14759777	0.32512680628263
9_14759894	9	14759894	0.418922188932594
9_14770660	9	14770660	-0.167781160891196
9_14770701	9	14770701	0.0136657104463358
9_14770789	9	14770789	0.0292625654973545
9_14775861	9	14775861	-0.116730926809339
9_14775892	9	14775892	-0.194139174667066
9_14776180	9	14776180	0.0731667221949974
9_14779476	9	14779476	0.383311306911165
9_14784435	9	14784435	-0.168812341339061
9_14784568	9	14784568	-0.0446329301183313
9_14789073	9	14789073	0.091668222447609
9_14797518	9	14797518	-0.175368113943681
9_14797629	9	14797629	0.0136657104463358
9_14801712	9	14801712	-0.0407820735760407
9_14801740	9	14801740	0.00339737499250876
9_14824801	9	14824801	-0.0464552819912351
9_14842542	9	14842542	-0.518054768997841
9_14842559	9	14842559	-0.46225403097953
9_14842562	9	14842562	-0.474128131267822
9_14846038	9	14846038	-0.126815513103495
9_14857742	9	14857742	-0.103373710743884
9_14859358	9	14859358	-0.104978786052283
9_15172094	9	15172094	0.231257145518963
9_15175041	9	15175041	0.161222898860194
9_15177780	9	15177780	0.227069348555529
9_15191211	9	15191211	-0.0509433709767405
9_15192621	9	15192621	-0.36966292910517
9_15307226	9	15307226	-0.0388017094477996
9_15422959	9	15422959	-0.0486185678080069
9_15447193	9	15447193	0.123848628196759
9_15453140	9	15453140	0.229394401501773
9_15459784	9	15459784	0.113970616242021
9_15459823	9	15459823	0.0750662551104792
9_15466848	9	15466848	-0.0392831695026231
9_15474124	9	15474124	-0.0913038491552067
9_15578865	9	15578865	-0.34326883426894
9_15578892	9	15578892	-0.31232060101538
9_15587637	9	15587637	-0.152071494032543
9_15587666	9	15587666	-0.202826109450428
9_15591374	9	15591374	-0.0470883206327605
9_15657182	9	15657182	0.0511404158649987
9_15724951	9	15724951	0.188752417004427
9_15744299	9	15744299	-0.281341085125738
9_15784633	9	15784633	-0.21869699964504
9_15892505	9	15892505	-0.161776295963542
9_15922177	9	15922177	-0.0147160909234866
9_16018359	9	16018359	-0.227342389057459
9_16022335	9	16022335	0.112229544929925
9_16215255	9	16215255	-0.254823125479566
9_16215812	9	16215812	-0.0397735485151246
9_16215861	9	16215861	-0.0769368383345708
9_16419272	9	16419272	0.140577822928556
9_16419369	9	16419369	0.0297853758096129
9_16419521	9	16419521	0.0453745701736739
9_16552536	9	16552536	-0.368803926376077
9_16552680	9	16552680	-0.488834630082847
9_16738405	9	16738405	0.181937193036134
9_17135179	9	17135179	-0.291188871082085
9_17135275	9	17135275	-0.0504646269733798
9_17273733	9	17273733	-0.496008662970583
9_17273756	9	17273756	-0.552437763023504
9_17342385	9	17342385	-0.105633217926009
9_17394538	9	17394538	0.502703791168956
9_17394854	9	17394854	0.13184713679465
9_17394932	9	17394932	0.0273406473434123
9_17394996	9	17394996	-0.364845912807394
9_17462994	9	17462994	0.0273406473434123
9_17466804	9	17466804	-0.177815434362424
9_17786442	9	17786442	-0.0255937200008912
9_17793400	9	17793400	-0.0429178179200316
9_17932911	9	17932911	0.27670011628013
9_18163951	9	18163951	-0.0504646269733798
9_18504870	9	18504870	-0.267516042097717
9_18504918	9	18504918	-0.532822642460185
9_18622305	9	18622305	-0.633760877221474
9_18622359	9	18622359	-0.623764210168956
9_18706988	9	18706988	-0.0595832715843028
9_18721586	9	18721586	0.0290957510159419
9_18753331	9	18753331	-0.445765908190961
9_18775812	9	18775812	0.0348821963560318
9_18776842	9	18776842	-0.451002556557108
9_18777241	9	18777241	-0.0436674646196158
