	Chromosome	Position	67B_T1_vs_67_PBMC.tumour
8_124998600	8	124998600	-0.163091181159923
8_124998603	8	124998603	-0.147283028723744
8_124999995	8	124999995	0.400271782955065
8_125020854	8	125020854	-0.00554990417344274
8_125032257	8	125032257	0.0771652562759093
8_125032285	8	125032285	-0.0174955090793509
8_125032351	8	125032351	0.0876066093966706
8_125059459	8	125059459	0.300736109404151
8_125075109	8	125075109	0.221629564411644
8_125084032	8	125084032	-0.0883563829925606
8_125433529	8	125433529	-0.153663822145467
8_125436432	8	125436432	0.228226106368462
8_126556557	8	126556557	-0.17327002217863
8_127196124	8	127196124	-0.423907761743898
8_127735642	8	127735642	0.33614144553535
8_127736090	8	127736090	0.0298949728802569
8_127736248	8	127736248	0.0541060777714997
8_127736342	8	127736342	0.211813310533148
8_127736498	8	127736498	0.509361024890095
8_127738361	8	127738361	0.076141099791189
8_127738955	8	127738955	0.407877199134264
8_127740448	8	127740448	0.0888743555598721
8_129748604	8	129748604	0.030462702293062
8_129748781	8	129748781	0.556531513960649
8_129748784	8	129748784	0.410591394695231
8_129749505	8	129749505	0.132000728755124
8_129752765	8	129752765	-0.0849349702248347
8_129765749	8	129765749	-0.214873723262469
8_129776181	8	129776181	-0.0174955090793509
8_129777428	8	129777428	-0.136346325927394
8_129896764	8	129896764	-0.177737957124324
8_130060609	8	130060609	-0.33370995277232
8_130112098	8	130112098	0.265752117643952
8_130112313	8	130112313	0.17264271325247
8_130115703	8	130115703	-0.0355770160635441
8_130127934	8	130127934	0.0762743187802386
8_130780645	8	130780645	-0.0229396477694789
8_130894209	8	130894209	0.215685120357337
8_130909781	8	130909781	-0.0407128598556064
8_130951921	8	130951921	0.370906863696026
8_131039389	8	131039389	0.129690568067923
8_131039712	8	131039712	-0.293908944714345
8_131039724	8	131039724	0.0258013249231992
8_131946572	8	131946572	0.0633918848683439
8_131953872	8	131953872	0.213522158871394
8_131970556	8	131970556	0.108991575400087
8_131996483	8	131996483	-0.0561759772434108
8_132024496	8	132024496	0.107322755039469
8_132031925	8	132031925	0.225717455841699
8_132033125	8	132033125	0.0804865700671532
8_132034823	8	132034823	0.187911515192356
8_132034824	8	132034824	0.228081699677897
8_132036372	8	132036372	0.0105655736328429
8_132041662	8	132041662	0.0207860045714731
8_132045879	8	132045879	-0.433245626323234
8_132055068	8	132055068	-0.0130081180870372
8_132077728	8	132077728	-0.248821055185807
8_132077845	8	132077845	-0.0298112732440109
8_132079891	8	132079891	-0.195872175236848
8_132089571	8	132089571	-0.182223306456783
8_132095583	8	132095583	-0.00536701832152903
8_132098919	8	132098919	0.211731103345406
8_132100076	8	132100076	0.135842795049518
8_132129575	8	132129575	0.245288015084236
8_132129964	8	132129964	-0.212751800478285
8_132172679	8	132172679	0.0976293588356245
8_132174335	8	132174335	-0.0575966519430381
8_132572113	8	132572113	-0.66385855446465
8_132572310	8	132572310	0.0521812008470076
8_132625413	8	132625413	-0.115926784688461
8_132661607	8	132661607	0.0027177118101578
8_132710920	8	132710920	-0.141017765651292
8_132727807	8	132727807	-0.212751800478285
8_132747072	8	132747072	-0.146135391211243
8_132751834	8	132751834	0.0260387860447768
8_132751866	8	132751866	0.0731070397015558
8_132757290	8	132757290	-0.118760514621434
8_132799147	8	132799147	0.014213350647987
8_132832263	8	132832263	-0.0352255820865177
8_132832298	8	132832298	-0.0704838139272943
8_132865378	8	132865378	-0.0103089684860818
8_132868191	8	132868191	0.232711855879944
8_132869751	8	132869751	0.443056649451862
8_132873120	8	132873120	0.0193750557637661
8_132873152	8	132873152	0.0795048108997062
8_132886641	8	132886641	-0.0231082755577473
8_132886939	8	132886939	-0.071033935970524
8_132887193	8	132887193	0.20781734855981
8_132887262	8	132887262	0.0256181139202365
8_132888007	8	132888007	-0.162406303368333
8_132888141	8	132888141	0.00751869807397895
8_132888327	8	132888327	0.188387825091657
8_132893721	8	132893721	-0.178431727294409
8_132893908	8	132893908	-0.063606182718899
8_132897704	8	132897704	0.104815899428894
8_132897729	8	132897729	-0.0220501933387845
8_132898216	8	132898216	0.149728321304468
8_132898226	8	132898226	0.106021662174291
8_132906700	8	132906700	-0.151959515933218
8_132906857	8	132906857	0.0507392266731012
8_132908271	8	132908271	0.457447741757483
8_132913252	8	132913252	0.414143957536623
8_132919490	8	132919490	-0.0982613786104252
8_132919503	8	132919503	-0.0113217414591506
8_132923346	8	132923346	0.14484279330047
8_132923372	8	132923372	0.0357465121976284
8_132941380	8	132941380	0.0672064382618715
8_132963038	8	132963038	0.225110133146606
8_132967969	8	132967969	-0.105456880014629
8_132971813	8	132971813	-0.0029108271432219
8_132988751	8	132988751	0.0897035502322506
8_133022000	8	133022000	0.0693549048404481
8_133029919	8	133029919	0.192305672961698
8_133040076	8	133040076	0.211908534785906
8_133059107	8	133059107	-0.0682488095439858
8_133059114	8	133059114	0.00795436017630494
8_133095068	8	133095068	0.150786403523431
8_133096209	8	133096209	-0.158623246214229
8_133096215	8	133096215	-0.087540148152746
8_133096302	8	133096302	-0.098925624702748
8_133113427	8	133113427	0.33614144553535
8_133113438	8	133113438	0.323757721079517
8_133113443	8	133113443	0.290698474774182
8_133113489	8	133113489	0.169491576125898
8_133113602	8	133113602	-0.127805654224441
8_133116600	8	133116600	0.0459222103753253
8_133131869	8	133131869	-0.17482047374203
8_133213085	8	133213085	0.295499461038004
8_133220695	8	133220695	0.0656895681390727
8_133227527	8	133227527	0.620782307558518
8_133284851	8	133284851	-0.072971219786389
8_133461905	8	133461905	0.558533866871797
8_133475755	8	133475755	0.454785942033968
8_133475833	8	133475833	0.15254150719596
8_134509727	8	134509727	-0.464210088784492
8_134512506	8	134512506	-0.132176136333536
8_134512554	8	134512554	-0.1501367803264
8_134520970	8	134520970	-0.154844906976793
8_134590338	8	134590338	-0.0578782724744113
8_134590348	8	134590348	-0.0386033477954609
8_134600502	8	134600502	0.250749954304705
8_134601704	8	134601704	-0.17928012193273
8_134602083	8	134602083	0.107322755039469
8_134602328	8	134602328	0.228226106368462
8_134602729	8	134602729	-0.123290173101948
8_134637605	8	134637605	-0.282768387109144
8_134657567	8	134657567	-0.0883563829925606
8_135463962	8	135463962	-0.259237671131145
8_138139053	8	138139053	0.320287494334512
8_138148521	8	138148521	-0.172199773582894
8_138151918	8	138151918	-0.546501603826492
8_138151949	8	138151949	-0.396574675629499
8_138153030	8	138153030	-0.19052241462114
8_138167995	8	138167995	0.0754509801698548
8_138197445	8	138197445	0.301376027374673
8_138243447	8	138243447	-0.215398053648356
8_138243490	8	138243490	-0.308322066934469
8_138594184	8	138594184	0.140590636417543
8_138602136	8	138602136	-0.236110003436253
8_138630731	8	138630731	0.111074889900576
8_138635019	8	138635019	0.426906909458532
8_138688966	8	138688966	-0.129081810911711
8_138700112	8	138700112	-0.0597872307957898
8_138724654	8	138724654	0.112176604380148
8_138778286	8	138778286	0.00231126159169544
8_138780963	8	138780963	0.221629564411644
8_138796831	8	138796831	0.00991321321436154
8_138811814	8	138811814	-0.0806982963774797
8_138821136	8	138821136	0.0191121500608265
8_138872266	8	138872266	0.113749024198902
8_138877933	8	138877933	-0.19437327116343
8_139618747	8	139618747	-0.154698877821257
8_139618768	8	139618768	-0.169093862715072
8_139731087	8	139731087	-0.126485512261755
8_139732009	8	139732009	0.539674839620481
8_139732095	8	139732095	0.145198662823954
8_139910240	8	139910240	-0.017005379962733
8_139910304	8	139910304	-0.139196564011308
8_139988739	8	139988739	-0.341930459577288
8_140252770	8	140252770	0.34426932641875
8_140252916	8	140252916	0.324364277758996
8_140300545	8	140300545	0.268396838899515
8_140370989	8	140370989	-0.175757592996083
8_140371004	8	140371004	-0.119053180215477
8_140450918	8	140450918	0.155075886487837
8_140450963	8	140450963	-0.123290173101948
8_140451086	8	140451086	-0.0232613547706756
8_140451167	8	140451167	0.123147722201151
8_140511990	8	140511990	0.37133087399765
8_140532436	8	140532436	0.811720486749244
8_140541269	8	140541269	0.0991022482345001
8_140544222	8	140544222	0.223931941949325
8_140544243	8	140544243	0.159818672894887
8_140549169	8	140549169	0.110260038119022
8_140556212	8	140556212	0.11545333041115
8_140562539	8	140562539	0.0674382896148637
8_140572872	8	140572872	-0.186893306042605
8_140623410	8	140623410	-0.0264286338493586
8_140642309	8	140642309	-0.0180408483566396
8_140642366	8	140642366	0.291747326176896
8_140659478	8	140659478	-0.141905851269295
8_140662713	8	140662713	0.432817464947024
8_140668359	8	140668359	0.0442259197144265
8_140702593	8	140702593	0.0656895681390727
8_140706185	8	140706185	0.184594973407892
8_140735295	8	140735295	-0.108890794041332
8_140770719	8	140770719	-0.0189535132872123
8_140830475	8	140830475	-0.275052596758986
8_141136609	8	141136609	0.054795161424614
8_141136755	8	141136755	-0.200992530095191
8_141142343	8	141142343	0.101121415871152
8_141144163	8	141144163	-0.19991145470486
8_141144192	8	141144192	-0.198194982115839
8_141151720	8	141151720	0.039159707778218
8_141151789	8	141151789	-0.0766400798031263
8_141158238	8	141158238	-0.0283206931905673
8_141166222	8	141166222	-0.133343837765871
8_141180805	8	141180805	0.117961275485816
8_141189108	8	141189108	-0.00419868646589332
8_141192804	8	141192804	0.109072536989428
8_141193023	8	141193023	0.123596810155249
8_141194227	8	141194227	0.283399983463376
8_141212230	8	141212230	0.117306843612091
8_141212239	8	141212239	0.0792331424983972
8_141218050	8	141218050	0.0332143125780431
8_141218134	8	141218134	0.51671369117717
8_141218446	8	141218446	0.288835730756993
8_141218617	8	141218617	-0.061942920462297
8_141218824	8	141218824	0.180571737070107
8_141218925	8	141218925	0.0731070397015558
8_141219792	8	141219792	0.142865956815656
8_141219816	8	141219816	0.15372549990984
8_141228240	8	141228240	-0.360931421507344
8_141254146	8	141254146	0.45617214924212
8_141256592	8	141256592	0.420533632825722
8_141356886	8	141356886	-0.295615266664748
8_141357121	8	141357121	-0.168650706501823
8_141357363	8	141357363	0.132000728755124
8_141434893	8	141434893	0.631880016441849
8_141435149	8	141435149	0.100763382604421
8_141436039	8	141436039	0.192447985666217
8_141441771	8	141441771	0.281693661512973
8_141449695	8	141449695	-0.0714248043123592
8_141449712	8	141449712	-0.127966660311421
8_141470705	8	141470705	0.0301548945170089
8_141477438	8	141477438	0.238624939621087
8_141478703	8	141478703	-0.427526942170329
8_141480020	8	141480020	-0.226100978685723
8_141490215	8	141490215	-0.0335530682827403
8_141495478	8	141495478	0.143496367592954
8_141496344	8	141496344	0.0631229511289336
8_141496470	8	141496470	0.0378001709656031
8_141518320	8	141518320	0.258662692857632
8_142271139	8	142271139	-0.167291169689208
8_142271167	8	142271167	-0.218763821329627
8_142271418	8	142271418	-0.204426935827353
8_142271456	8	142271456	-0.374351937269666
8_142271599	8	142271599	-0.153401490107124
8_142278594	8	142278594	-0.0944929087945129
8_142278662	8	142278662	0.156435423300452
8_142280226	8	142280226	0.392284523572883
8_142284421	8	142284421	0.496606117728596
8_142300450	8	142300450	-0.108890794041332
8_142300624	8	142300624	-0.0865496262869295
8_142330931	8	142330931	-0.0150238705771095
8_142331775	8	142331775	-0.0968179617407566
8_142344201	8	142344201	-0.150973731787662
8_142354675	8	142354675	-0.0848453200746806
8_142464954	8	142464954	-0.159024384835161
8_142476587	8	142476587	0.0760186351214591
8_142478200	8	142478200	0.183289957451979
8_142518233	8	142518233	0.123147722201151
8_142522018	8	142522018	-0.0643964840483792
8_142524289	8	142524289	0.18536149335974
8_142526583	8	142526583	0.119823538608586
8_142542119	8	142542119	0.037087816900574
8_142544360	8	142544360	-0.100429215293136
8_142613144	8	142613144	0.170008023255411
8_142613414	8	142613414	0.101365299743069
8_142613783	8	142613783	-0.0016033548147877
8_142664633	8	142664633	-0.188279513250756
8_142665122	8	142665122	0.014213350647987
8_142665282	8	142665282	-0.18170685932727
8_142665882	8	142665882	0.215582521414017
8_142665970	8	142665970	0.189751958553826
8_142682113	8	142682113	-0.0561759772434108
8_142700440	8	142700440	-0.0740466540820984
8_142700492	8	142700492	0.113749024198902
8_142702857	8	142702857	-0.00440232751935976
8_142703103	8	142703103	-0.00266046791640888
8_142703154	8	142703154	0.178189085759113
8_142727533	8	142727533	0.224431058038333
8_142735410	8	142735410	-0.188279513250756
8_142741145	8	142741145	0.0660522821676053
8_142752422	8	142752422	0.215969479290137
8_142752438	8	142752438	0.143496367592954
8_142764532	8	142764532	0.175434974122416
8_142764535	8	142764535	0.120824541279023
8_142764564	8	142764564	0.0499410551225131
8_142840458	8	142840458	-0.198194982115839
8_142840461	8	142840461	-0.223509966656619
8_142841204	8	142841204	0.197694675566205
8_142873857	8	142873857	0.0312868640069286
8_142874500	8	142874500	-0.0701151682012845
8_142875089	8	142875089	0.150274900224016
8_142875276	8	142875276	-0.0938463952094657
8_142875845	8	142875845	-0.0840762928491745
8_142875940	8	142875940	0.0426417589745046
8_142876340	8	142876340	0.234501183659512
8_142877177	8	142877177	0.206080904970977
8_142877834	8	142877834	0.233571711894802
8_142879408	8	142879408	0.28667276927105
8_142879418	8	142879418	0.222484663739782
8_142912656	8	142912656	-0.0561759772434108
8_142912837	8	142912837	-0.0954702782790101
8_142913326	8	142913326	-0.131781633995587
8_142913391	8	142913391	-0.0223125253771269
8_142918184	8	142918184	0.50832242091803
8_143021703	8	143021703	0.236605771984435
8_143021708	8	143021708	0.27118600369458
8_143021741	8	143021741	-0.162847832075954
8_143023683	8	143023683	-0.0495122469624
8_143044214	8	143044214	0.156435423300452
8_143044670	8	143044670	0.00643600005626804
8_143045335	8	143045335	-0.348356728736721
8_143045546	8	143045546	0.42138873215386
8_143072161	8	143072161	0.284611144895268
8_143072176	8	143072176	0.324364277758996
8_143081066	8	143081066	0.283399983463376
8_143158442	8	143158442	-0.0912797781993268
8_143158897	8	143158897	0.133426508975368
8_143249842	8	143249842	-0.11346920229092
8_143249876	8	143249876	-0.109658307514181
8_143250279	8	143250279	0.0566814917884444
8_143269462	8	143269462	0.0810267029977938
8_143274729	8	143274729	0.307572293338579
8_143275175	8	143275175	-0.238094648592748
8_143276132	8	143276132	-0.0456067355332235
8_143296107	8	143296107	0.014213350647987
8_143316021	8	143316021	0.161462914122403
8_143316033	8	143316033	0.0930985148890218
8_143321335	8	143321335	0.254611560038751
8_143324535	8	143324535	0.28667276927105
8_143327763	8	143327763	0.328236247450003
8_143327764	8	143327764	0.375030458928944
8_143331246	8	143331246	0.397070444177681
8_143332510	8	143332510	0.314115139205351
8_143334803	8	143334803	-0.139699332805694
8_143379503	8	143379503	-0.0532702460679997
8_143380671	8	143380671	0.0587517467244856
8_143381889	8	143381889	0.448909375697299
8_143429585	8	143429585	-0.0655992311300365
8_143429956	8	143429956	0.0576059461613678
8_143430270	8	143430270	0.30603941374593
8_143430375	8	143430375	0.23230563455081
8_143440052	8	143440052	-0.266308481914648
8_143440077	8	143440077	-0.220251902989036
8_143450627	8	143450627	-0.192237526819439
8_143450645	8	143450645	-0.18421197376273
8_143484831	8	143484831	0.417755211089002
8_143507771	8	143507771	-0.0788960537434943
8_143507815	8	143507815	-0.0857627732317609
8_143538013	8	143538013	0.134507584365699
8_143538172	8	143538172	-0.248821055185807
8_143538269	8	143538269	0.0378001709656031
8_143538414	8	143538414	0.445552662255931
8_143538691	8	143538691	0.364155821704946
8_143538701	8	143538701	0.769100852811456
8_143538845	8	143538845	0.715555035083472
8_143538865	8	143538865	0.694595416447826
8_143538914	8	143538914	0.571629524483481
8_143541465	8	143541465	-0.0907562089535554
8_143541565	8	143541565	-0.00515197421894398
8_143541575	8	143541575	0.125923738145004
8_143541958	8	143541958	0.218304955241491
8_143559344	8	143559344	-0.126337048660812
8_143559355	8	143559355	-0.154698877821257
8_143559885	8	143559885	-0.0788960537434943
8_143559961	8	143559961	0.0646784176309748
8_143560008	8	143560008	0.0956244762629833
8_143560456	8	143560456	0.109072536989428
8_143560459	8	143560459	0.0369334271480707
8_143561036	8	143561036	-0.172470169055692
8_143561751	8	143561751	0.247854913117394
8_143562074	8	143562074	-0.140296598407638
8_143562235	8	143562235	0.113749024198902
8_143562271	8	143562271	0.17151074376255
8_143562806	8	143562806	0.276640433786688
8_143567308	8	143567308	0.330727949348985
8_143568538	8	143568538	0.0374831299708344
8_143568711	8	143568711	0.121547394759309
8_143570895	8	143570895	-0.120087741063604
8_143570917	8	143570917	-0.0541736243322631
8_143570962	8	143570962	-0.177737957124324
8_143572523	8	143572523	-0.0968179617407566
8_143572627	8	143572627	0.283674025641214
8_143574953	8	143574953	0.0353873737523971
8_143575631	8	143575631	-0.0918517088474072
8_143576541	8	143576541	-0.464089042088873
8_143576676	8	143576676	-0.0214105590827342
8_143576759	8	143576759	0.076141099791189
8_143577275	8	143577275	0.303719967842972
8_143577828	8	143577828	0.29781332687625
8_143581117	8	143581117	0.0646784176309748
8_143586768	8	143586768	0.234387946734616
8_143589515	8	143589515	0.318219537538087
8_143589678	8	143589678	-0.0912797781993268
8_143589735	8	143589735	0.0776797694913799
8_143589752	8	143589752	0.0102661661313241
8_143589786	8	143589786	0.0910289476988181
8_143590164	8	143590164	-0.0594785999162538
8_143590178	8	143590178	0.0415206966437226
8_143598687	8	143598687	0.124637340341638
8_143599607	8	143599607	-0.0286952408213036
8_143606509	8	143606509	0.252373087842752
8_143606568	8	143606568	0.271435756147534
8_143606976	8	143606976	-0.233391014616201
8_143607119	8	143607119	-0.0365174514729426
8_143608094	8	143608094	-0.309703297332829
8_143613566	8	143613566	0.133426508975368
8_143649965	8	143649965	0.289598859598319
8_143650149	8	143650149	-0.101979666856535
8_143650193	8	143650193	0.0475719475944182
8_143650280	8	143650280	-0.0589964963057895
8_143650318	8	143650318	-0.0296525347236451
8_143650573	8	143650573	-0.262117877799264
8_143691126	8	143691126	-0.0788960537434943
8_143692018	8	143692018	-0.128526821468095
8_143694036	8	143694036	-0.320611738253817
8_143717733	8	143717733	0.152141258881315
8_143717775	8	143717775	0.0861631925270022
8_143718250	8	143718250	-0.177854533831663
8_143718745	8	143718745	0.298666740116687
8_143718994	8	143718994	0.0176939193829489
8_143719133	8	143719133	-0.161358213935467
8_143719152	8	143719152	-0.31022159984995
8_143720733	8	143720733	-0.0649568627856206
8_143720808	8	143720808	-0.0701151682012845
8_143720817	8	143720817	-0.0732494906023523
8_143721395	8	143721395	-0.286623087898191
8_143721618	8	143721618	-0.0968179617407566
8_143726344	8	143726344	0.343754629645225
8_143726375	8	143726375	0.265752117643952
8_143726756	8	143726756	0.10062810246546
8_143727634	8	143727634	-0.192237526819439
8_143727955	8	143727955	-0.455271932653233
8_143727968	8	143727968	-0.505160808445592
8_143728176	8	143728176	0.305767796491831
8_143728510	8	143728510	0.64929933079498
8_143730463	8	143730463	-0.000893541742221179
8_143730499	8	143730499	-0.345682594438396
8_143730531	8	143730531	-0.166358894993834
8_143737734	8	143737734	-0.092316569505816
8_143737850	8	143737850	-0.11316595582824
8_143738103	8	143738103	-0.0150238705771095
8_143738172	8	143738172	0.272011108115634
8_143739922	8	143739922	0.347029761678086
8_143771390	8	143771390	0.203053212273409
8_143772161	8	143772161	0.325873110081522
8_143772183	8	143772183	0.182336109456314
8_143772374	8	143772374	-0.0907562089535554
8_143790241	8	143790241	0.190063186047405
8_143790408	8	143790408	0.176064230049384
8_143791305	8	143791305	0.154143611792462
8_143792540	8	143792540	0.251024831897399
8_143803410	8	143803410	-0.00781295568201162
8_143803479	8	143803479	0.0515738781519142
8_143803531	8	143803531	0.0184628236493451
8_143804099	8	143804099	-0.266099046617642
8_143804639	8	143804639	0.432110504066072
8_143809011	8	143809011	-0.0335530682827403
8_143809598	8	143809598	0.0229835602757192
8_143812326	8	143812326	0.014213350647987
8_143813499	8	143813499	-0.315935251044344
8_143816682	8	143816682	0.276269989557951
8_143817926	8	143817926	-0.186893306042605
8_143835473	8	143835473	0.367035453481133
8_143835632	8	143835632	-0.169203887122439
8_143835782	8	143835782	0.137457451111613
8_143858095	8	143858095	0.0555129796868174
8_143866636	8	143866636	-0.337630322143663
8_143866761	8	143866761	0.19680476392646
8_143866785	8	143866785	0.159643790169551
8_143866789	8	143866789	0.159643790169551
8_143866965	8	143866965	-0.0326876243210412
8_143867030	8	143867030	-0.0772096771156076
8_143867251	8	143867251	-0.297184076747206
8_143867387	8	143867387	-0.104431145850632
8_143867491	8	143867491	0.00549613354687827
8_143867735	8	143867735	-0.198194982115839
8_143867899	8	143867899	0.014213350647987
8_143867955	8	143867955	0.10963291572667
8_143868087	8	143868087	0.224858112001605
8_143868132	8	143868132	0.176006947285846
8_143868153	8	143868153	0.192335505056919
8_143868619	8	143868619	-0.109658307514181
8_143868626	8	143868626	-0.266523056919266
8_143868840	8	143868840	0.0693549048404481
8_143868941	8	143868941	0.284302514015731
8_143869028	8	143869028	0.197435174703757
8_143869216	8	143869216	0.0698613801979014
8_143869345	8	143869345	-0.0393676895568569
8_143869468	8	143869468	-0.152605739926504
8_143869567	8	143869567	0.076141099791189
8_143869882	8	143869882	0.192884394555117
8_143869899	8	143869899	0.278425947679062
8_143870231	8	143870231	0.208860781501531
8_143870567	8	143870567	0.422556197352823
8_143870696	8	143870696	0.1841383520903
8_143870903	8	143870903	0.0307962348435912
8_143871264	8	143871264	0.0940666583372018
8_143871775	8	143871775	0.0553323379735796
8_143871956	8	143871956	0.10032850843658
8_143871990	8	143871990	0.166216444093037
8_143872453	8	143872453	0.0872281479462084
8_143872650	8	143872650	0.261794104075268
8_143872764	8	143872764	0.0882139320917639
8_143873157	8	143873157	-0.167901059802239
8_143916360	8	143916360	-0.0247807809678766
8_143916419	8	143916419	-0.235274523347859
8_143916471	8	143916471	-0.0951978660725948
8_143916477	8	143916477	-0.232332932397238
8_143917004	8	143917004	-0.181076448549972
8_143917008	8	143917008	-0.195381796224346
8_143917193	8	143917193	-0.144484395371071
8_143917272	8	143917272	0.263385103100035
8_143917881	8	143917881	-0.0626697393289109
8_143918220	8	143918220	-0.435906607786302
8_143918613	8	143918613	0.330472695448657
8_143918694	8	143918694	0.0560335263426143
8_143918901	8	143918901	0.0176939193829489
8_143919618	8	143919618	-0.077340587241453
8_143919763	8	143919763	0.298666740116687
8_143919896	8	143919896	0.283399983463376
8_143919926	8	143919926	0.414143957536623
8_143920103	8	143920103	0.182518256422138
8_143920398	8	143920398	0.29480065015445
8_143920488	8	143920488	0.482362186386393
8_143920944	8	143920944	0.499640177818229
8_143921001	8	143921001	0.435677119086264
8_143921196	8	143921196	-0.0464316584969826
8_143921568	8	143921568	0.258580462241697
8_143921861	8	143921861	0.166216444093037
8_143921870	8	143921870	0.103164273557736
8_143921943	8	143921943	-0.0732494906023523
8_143922095	8	143922095	0.144323838244195
8_143922662	8	143922662	-0.0264286338493586
8_143923172	8	143923172	0.215126044573984
8_143923393	8	143923393	0.0832549950776386
8_143923416	8	143923416	-0.0788960537434943
8_143923488	8	143923488	-0.114278931806979
8_143923759	8	143923759	0.0199957032419935
8_143924133	8	143924133	0.0537417148346247
8_143924452	8	143924452	-0.135926998779873
8_143925278	8	143925278	0.210610563451491
8_143925331	8	143925331	0.269309937057141
8_143925453	8	143925453	0.292639806898763
8_143925474	8	143925474	0.261916860513623
8_143925563	8	143925563	-0.0351143617155811
8_143925699	8	143925699	0.183494435524873
8_143927314	8	143927314	0.0910289476988181
8_143927902	8	143927902	-0.132567986689958
8_143929517	8	143929517	0.123147722201151
8_143929534	8	143929534	0.17531865120029
8_143930017	8	143930017	0.12439626839841
8_143930220	8	143930220	-0.0883563829925606
8_143931975	8	143931975	-0.137175699356898
8_143932901	8	143932901	-0.0242607971666484
8_143933019	8	143933019	0.268237381033546
8_143933241	8	143933241	0.372667321560464
8_143933331	8	143933331	0.424014201560684
8_143934392	8	143934392	0.112176604380148
8_143934868	8	143934868	0.17089293130251
8_143935035	8	143935035	0.0816521488345643
8_143943802	8	143943802	0.166216444093037
8_143950204	8	143950204	0.136469100698985
8_143977999	8	143977999	0.545594811164299
8_143983062	8	143983062	-0.154844906976793
8_143983603	8	143983603	-0.210001806295279
8_143984092	8	143984092	0.14196889784636
8_143985944	8	143985944	0.386767518605317
8_143991389	8	143991389	-0.496748568629392
8_143991514	8	143991514	-0.167901059802239
8_144012659	8	144012659	-0.248821055185807
8_144012708	8	144012708	-0.464089042088873
8_144039955	8	144039955	0.101676191898326
8_144040065	8	144040065	-0.0968179617407566
8_144040207	8	144040207	-0.162664411436092
8_144040385	8	144040385	-0.175572073155168
8_144040658	8	144040658	-0.0538050727806639
8_144046684	8	144046684	-0.206176717777313
8_144046857	8	144046857	-0.202650873752881
8_144048810	8	144048810	-0.036667818354197
8_144049557	8	144049557	0.0218265347578624
8_144049851	8	144049851	0.1266880799064
8_144051061	8	144051061	0.05168805606665
8_144051373	8	144051373	-0.159816049127062
8_144052892	8	144052892	0.0776797694913799
8_144053248	8	144053248	0.0323606973582466
8_144054582	8	144054582	-0.341930459577288
8_144055873	8	144055873	-0.221076064702902
8_144056195	8	144056195	-0.279194704229326
8_144056626	8	144056626	0.120412754479912
8_144058545	8	144058545	0.359988187489717
8_144058595	8	144058595	0.0284072322307416
8_144058889	8	144058889	0.0406855620091785
8_144063745	8	144063745	0.185581768959968
8_144078842	8	144078842	0.491659023156636
8_144078873	8	144078873	0.1841383520903
8_144079719	8	144079719	0.0683691206948925
8_144079996	8	144079996	-0.23654272540737
8_144080361	8	144080361	-0.176671269429971
8_144084146	8	144084146	-0.167291169689208
8_144084448	8	144084448	-0.0402344333743894
8_144095929	8	144095929	-0.130984564891949
8_144097318	8	144097318	-0.162233370189716
8_144097467	8	144097467	0.0495202193839398
8_144098948	8	144098948	0.0166400880425272
8_144099319	8	144099319	0.146480226031775
8_144099840	8	144099840	0.0176939193829489
8_144100007	8	144100007	-0.177737957124324
8_144103600	8	144103600	0.246947716205894
8_144103745	8	144103745	0.31126677689632
8_144106522	8	144106522	0.0593012401765254
8_144106993	8	144106993	0.0639663858450869
8_144108718	8	144108718	-0.0161602983955316
8_144108781	8	144108781	-0.0205520675126894
8_144109587	8	144109587	0.176064230049384
8_144110384	8	144110384	-0.0168743271361097
8_144113452	8	144113452	0.256818992873944
8_144113673	8	144113673	0.00198704831472752
8_144114292	8	144114292	0.10963291572667
8_144114542	8	144114542	-0.220532010754383
8_144114891	8	144114891	0.170717836327978
8_144115421	8	144115421	0.0759056730542293
8_144115632	8	144115632	0.112176604380148
8_144115729	8	144115729	0.0507392266731012
8_144116100	8	144116100	0.26382724071946
8_144137996	8	144137996	0.113749024198902
8_144138810	8	144138810	-0.126337048660812
8_144139059	8	144139059	-0.0495122469624
8_144180212	8	144180212	-0.00370855734927534
8_144180501	8	144180501	0.0349719108147846
8_144190926	8	144190926	-0.183969910835839
8_144199182	8	144199182	-0.116717519178462
8_144211819	8	144211819	0.628030714041328
8_144223149	8	144223149	0.322594913697402
8_144243893	8	144243893	0.0991022482345001
8_144244321	8	144244321	-0.248821055185807
8_144247669	8	144247669	0.439820091637018
8_144254922	8	144254922	-0.0655992311300365
8_144254962	8	144254962	0.0660522821676053
8_144260341	8	144260341	-0.128526821468095
8_144260786	8	144260786	-0.554629484709892
8_144261692	8	144261692	0.00115719782254089
8_144263045	8	144263045	0.243575326799277
8_144263374	8	144263374	-0.304103490686996
8_144263480	8	144263480	0.0212681081819376
8_144264098	8	144264098	0.0991022482345001
8_144264565	8	144264565	0.368459165808078
8_144265060	8	144265060	-0.0751729677007769
8_144291829	8	144291829	0.258580462241697
8_144309837	8	144309837	0.198637921785414
8_144311970	8	144311970	0.100763382604421
8_144333362	8	144333362	-0.266968401896066
8_144353985	8	144353985	0.190063186047405
8_144354239	8	144354239	0.253679285343377
8_144355602	8	144355602	-0.0624079309549252
8_144356049	8	144356049	0.108730949432277
8_144356348	8	144356348	0.175676773342103
8_144356438	8	144356438	-0.0597872307957898
8_144357684	8	144357684	0.00315816213899134
8_144360677	8	144360677	-0.000893541742221179
