	Chromosome	Position	63RT3_CM-_vs_63RT3_PBMC.tumour
10_87966931	10	87966931	0.729394715262113
10_87966931.1	10	87966931	0.729394715262113
10_87966931.2	10	87966931	0.729394715262113
10_87966931.3	10	87966931	0.729394715262113
10_87966931.4	10	87966931	0.729394715262113
10_87966931.5	10	87966931	0.729394715262113
10_87966931.6	10	87966931	0.729394715262113
10_87966931.7	10	87966931	0.729394715262113
10_88454522	10	88454522	0.188268123391038
10_88594076	10	88594076	0.309042564991756
10_88596901	10	88596901	0.27206549426683
10_88602605	10	88602605	0.163541037488661
10_88623033	10	88623033	0.244761813659493
10_88623038	10	88623038	0.304228817705877
10_88673588	10	88673588	0.235062334869979
10_88731164	10	88731164	0.0537528919505493
10_88732470	10	88732470	0.305919712045311
10_88743318	10	88743318	0.252269956082992
10_88752603	10	88752603	-0.0113624580664677
10_88770903	10	88770903	0.0167936694951065
10_88775136	10	88775136	0.0151491975959899
10_88820387	10	88820387	0.139144383181194
10_88820481	10	88820481	0.0376416979795101
10_88826062	10	88826062	0.215305262484125
10_88828662	10	88828662	0.220991309672561
10_88913308	10	88913308	0.126574711134713
10_88941822	10	88941822	0.351240740658949
10_88941822.1	10	88941822	0.351240740658949
10_88989499	10	88989499	0.263076711039576
10_89003044	10	89003044	0.082815357553012
10_89003044.1	10	89003044	0.082815357553012
10_89007725	10	89007725	0.103984192808206
10_89007725.1	10	89007725	0.103984192808206
10_89206789	10	89206789	-0.162229123693095
10_89207239	10	89207239	1.02152203261623
10_89213952	10	89213952	0.0841065699942563
10_89213952.1	10	89213952	0.0841065699942563
10_89213986	10	89213986	0.0704316330971797
10_89213952.2	10	89213952	0.0841065699942563
10_89213986.1	10	89213986	0.0704316330971797
10_89213952.3	10	89213952	0.0841065699942563
10_89213986.2	10	89213986	0.0704316330971797
10_89213986.3	10	89213986	0.0704316330971797
10_89214284	10	89214284	0.352001990368401
10_89214284.1	10	89214284	0.352001990368401
10_89214320	10	89214320	0.328964646696033
10_89214284.2	10	89214284	0.352001990368401
10_89214320.1	10	89214320	0.328964646696033
10_89214284.3	10	89214284	0.352001990368401
10_89214320.2	10	89214320	0.328964646696033
10_89214284.4	10	89214284	0.352001990368401
10_89214320.3	10	89214320	0.328964646696033
10_89214284.5	10	89214284	0.352001990368401
10_89214320.4	10	89214320	0.328964646696033
10_89214320.5	10	89214320	0.328964646696033
10_89214320.6	10	89214320	0.328964646696033
10_89225233	10	89225233	0.421904003598558
10_89225233.1	10	89225233	0.421904003598558
10_89225233.2	10	89225233	0.421904003598558
10_89247603	10	89247603	0.490145619585497
10_89251858	10	89251858	-0.154860678745063
10_89251858.1	10	89251858	-0.154860678745063
10_89251858.2	10	89251858	-0.154860678745063
10_89306192	10	89306192	0.309619296976606
10_89306463	10	89306463	0.347659920513728
10_89306703	10	89306703	0.169967306648094
10_89306849	10	89306849	0.562828015082263
10_89339880	10	89339880	-0.0939551848037027
10_89339900	10	89339900	0.0829225772803765
10_89383617	10	89383617	-0.0524251146883538
10_89383772	10	89383772	0.333466038930973
10_89383851	10	89383851	0.0588436588219677
10_89384484	10	89384484	-0.274955434614172
10_89402920	10	89402920	0.521538387083545
10_89403214	10	89403214	0.251003878739001
10_89417989	10	89417989	0.251003878739001
10_89418243	10	89418243	0.357871351599251
10_89462530	10	89462530	0.247309395181259
10_89584412	10	89584412	0.266828845900683
10_89593209	10	89593209	-0.00294155323303957
10_89645075	10	89645075	0.366563727107205
10_89705339	10	89705339	0.284138326567405
10_89709168	10	89709168	0.263076711039576
10_89709988	10	89709988	0.030538905973667
10_89711077	10	89711077	0.302247308320253
10_89711125	10	89711125	0.401637541572553
10_89715143	10	89715143	0.1479682335682
10_89717580	10	89717580	0.303408805074794
10_89719454	10	89719454	0.158787507518027
10_89719531	10	89719531	0.0938906059211687
10_89725023	10	89725023	0.392359727984542
10_89727892	10	89727892	0.544362821429592
10_89729167	10	89729167	-0.424333058652398
10_89729222	10	89729222	0.276882510564606
10_89737438	10	89737438	0.131832177761323
10_89737683	10	89737683	0.0891681956787655
10_89737848	10	89737848	0.0356662149365029
10_89737874	10	89737874	0.214167110558629
10_89738497	10	89738497	0.369089948661695
10_89738552	10	89738552	0.051322810149475
10_89738561	10	89738561	-0.128114046284901
10_89738973	10	89738973	0.224054822210392
10_89743903	10	89743903	0.0911901932639772
10_89762791	10	89762791	0.29082170152248
10_89762801	10	89762801	0.510131186610292
10_89762807	10	89762807	0.494239342003756
10_89768385	10	89768385	0.359001131038111
10_89768747	10	89768747	0.241800051409161
10_90857623	10	90857623	0.296313040513507
10_90859404	10	90859404	0.333466038930973
10_90900633	10	90900633	0.145285627781393
10_90912495	10	90912495	0.841807258049217
10_90912495.1	10	90912495	0.841807258049217
10_91240500	10	91240500	0.313474563743507
10_91460485	10	91460485	0.196964039026111
10_91462099	10	91462099	0.416882047118611
10_91499139	10	91499139	0.133625459584373
10_91630041	10	91630041	0.0426866426142752
10_91830964	10	91830964	0.483078584951029
10_91836842	10	91836842	0.21102996326998
10_91848385	10	91848385	0.627913397396229
10_91848499	10	91848499	0.406298918942416
10_91908651	10	91908651	-0.0144572644893334
10_91908767	10	91908767	0.596500444764767
10_91951543	10	91951543	0.546869677040167
10_91989160	10	91989160	-0.136019244370247
10_92016404	10	92016404	0.474821888176515
10_92018794	10	92018794	0.25365345715295
10_92026667	10	92026667	0.298700620770297
10_92181014	10	92181014	0.512137082838103
10_92239805	10	92239805	0.292824054433628
10_92340687	10	92340687	0.36416283615389
10_92340707	10	92340707	0.585004805926938
10_92349807	10	92349807	0.149287053808419
10_92490575	10	92490575	0.251671947767326
10_92531773	10	92531773	0.31398866443167
10_92639799	10	92639799	0.162690140949168
10_92834808	10	92834808	0.216282499560635
10_92948307	10	92948307	0.376678105752272
10_93014396	10	93014396	0.0704316330971797
10_93062912	10	93062912	-0.137885603027546
10_93063170	10	93063170	0.153288565501464
10_93065961	10	93065961	-0.0715873717752483
10_93066144	10	93066144	0.214341044495893
10_93074811	10	93074811	0.13097317503223
10_93074881	10	93074881	0.0226031080065645
10_93074943	10	93074943	-0.0588513838477869
10_93077001	10	93077001	0.358676601728254
10_93313149	10	93313149	0.327068267732823
10_93316745	10	93316745	0.615865769631698
10_93328792	10	93328792	0.131832177761323
10_93328896	10	93328896	0.0704316330971797
10_93333874	10	93333874	0.0100590151176979
10_93337875	10	93337875	0.680485114781166
10_93343905	10	93343905	0.18193994831417
10_93347629	10	93347629	-0.258191114364191
10_93349876	10	93349876	0.302247308320253
10_93351784	10	93351784	0.517890610068401
10_93363981	10	93363981	-0.219074984097805
10_93389118	10	93389118	0.129810180176111
10_93389134	10	93389134	0.0406842897031275
10_93404052	10	93404052	0.292824054433628
10_93404181	10	93404181	0.22761496564791
10_93431461	10	93431461	0.281935738290892
10_93478206	10	93478206	0.664980182647534
10_93500226	10	93500226	0.0704316330971797
10_93503223	10	93503223	0.238703115686978
10_93515516	10	93515516	0.303630809390211
10_93516935	10	93516935	0.228693717013912
10_93518959	10	93518959	0.286923452993943
10_93519749	10	93519749	0.0316992386084651
10_93528030	10	93528030	0.495961506193666
10_93566834	10	93566834	0.255646505564087
10_93587284	10	93587284	0.354224599097771
10_93587293	10	93587293	0.330959183320399
10_93601669	10	93601669	0.00514017284546039
10_93622016	10	93622016	0.180614550847602
10_93629284	10	93629284	0.344606596536174
10_93629284.1	10	93629284	0.344606596536174
10_93658951	10	93658951	0.308591370291944
10_93663085	10	93663085	0.207935156847115
10_93692728	10	93692728	0.40529878369204
10_93698384	10	93698384	0.134561970516895
10_93700060	10	93700060	-0.0793154864075024
10_93782920	10	93782920	0.287662349317849
10_94031710	10	94031710	0.384812918931194
10_94031856	10	94031856	0.00723780660998553
10_94032006	10	94032006	0.2235884211586
10_94089161	10	94089161	0.44298580105451
10_94089167	10	94089167	0.384540223525243
10_94132195	10	94132195	0.150601981781163
10_94132372	10	94132372	0.456614269703838
10_94136183	10	94136183	0.522305900556395
10_94171330	10	94171330	0.0415767704249946
10_94236052	10	94236052	0.0833706888046776
10_94252351	10	94252351	0.544970144124685
10_94253948	10	94253948	0.163541037488661
10_94265940	10	94265940	0.505647014313654
10_94282849	10	94282849	0.0020446581169294
10_94298541	10	94298541	0.36416283615389
10_94306473	10	94306473	0.270201145472957
10_94306584	10	94306584	0.33147748583752
10_94324365	10	94324365	0.411468550932247
10_94325033	10	94325033	0.333466038930973
10_94357277	10	94357277	0.309042564991756
10_94357281	10	94357281	0.21278455650851
10_94357317	10	94357317	0.271479152035273
10_94358207	10	94358207	0.238376270411251
10_94403373	10	94403373	0.0966631746703592
10_94441998	10	94441998	0.194611044317909
10_94507295	10	94507295	0.162062108562748
10_94511624	10	94511624	0.415260130094621
10_94554203	10	94554203	0.356954391853343
10_94554242	10	94554242	0.24219798136366
10_94594724	10	94594724	0.568550873870579
10_94645745	10	94645745	0.203325903594525
10_94688216	10	94688216	0.508552745489064
10_94694930	10	94694930	-0.0643177790160579
10_94706810	10	94706810	0.184991397360035
10_94724372	10	94724372	-0.0746186997061034
10_94724396	10	94724396	0.0704316330971797
10_94724476	10	94724476	-0.03720909009079
10_94733301	10	94733301	0.127462578133559
10_94735404	10	94735404	0.106957509122293
10_94759304	10	94759304	0.216036955344079
10_94761267	10	94761267	0.0277872956886861
10_94761267.1	10	94761267	0.0277872956886861
10_94761793	10	94761793	-0.151960788239268
10_94761817	10	94761817	-0.123655419019123
10_94761793.1	10	94761793	-0.151960788239268
10_94761817.1	10	94761817	-0.123655419019123
10_94762608	10	94762608	0.0424172569275829
10_94762693	10	94762693	0.378553928459512
10_94762693.1	10	94762693	0.378553928459512
10_94762760	10	94762760	0.0990007852939506
10_94766108	10	94766108	0.313474563743507
10_94775165	10	94775165	0.255271308550775
10_94775416	10	94775416	0.110509072472515
10_94780535	10	94780535	0.167393362984268
10_94780653	10	94780653	0.256177152021891
10_94781859	10	94781859	0.406480836229195
10_94842865	10	94842865	0.00331743723864268
10_94850018	10	94850018	0.27206549426683
10_94936798	10	94936798	0.260953539146606
10_94936798.1	10	94936798	0.260953539146606
10_94936917	10	94936917	-0.0136326316912948
10_94937118	10	94937118	0.137029381826203
10_94937118.1	10	94937118	0.137029381826203
10_94937495	10	94937495	-0.159050213025588
10_94937587	10	94937587	0.201676166375432
10_94942290	10	94942290	0.110398040414824
10_94947445	10	94947445	0.43556422654971
10_94949217	10	94949217	0.497541964676599
10_94981224	10	94981224	0.0460474744702203
10_94988980	10	94988980	0.259288450549868
10_94989136	10	94989136	0.177346837013691
10_94989136.1	10	94989136	0.177346837013691
10_94989136.2	10	94989136	0.177346837013691
10_94989183	10	94989183	0.036484301173842
10_94989136.3	10	94989136	0.177346837013691
10_94989183.1	10	94989183	0.036484301173842
10_95037104	10	95037104	0.224141048492633
10_95037104.1	10	95037104	0.224141048492633
10_95038791	10	95038791	0.105197051257856
10_95038992	10	95038992	0.455553554471736
10_95042980	10	95042980	0.475688111583438
10_95051288	10	95051288	0.16558886613752
10_95058349	10	95058349	0.14222231616519
10_95064901	10	95064901	0.226226305704604
10_95064931	10	95064931	0.153687136746532
10_95067369	10	95067369	-0.0616719029101656
10_95067421	10	95067421	0.362035191127744
10_95067422	10	95067422	0.350539552289915
10_95069402	10	95069402	0.0984460092667761
10_95194541	10	95194541	0.521810979439744
10_95194603	10	95194603	0.485469132376023
10_95201471	10	95201471	0.247969818649367
10_95210718	10	95210718	0.176559983958523
10_95336600	10	95336600	0.146380486330478
10_95346408	10	95346408	0.380387086318466
10_95351350	10	95351350	0.655394133818336
10_95356328	10	95356328	-0.0638694586144115
10_95356462	10	95356462	-0.331185350419343
10_95356516	10	95356516	-0.195462426875855
10_95356536	10	95356536	-0.120090272952246
10_95356927	10	95356927	0.433001712481888
10_95357029	10	95357029	0.13881860807743
10_95381766	10	95381766	0.206933633002042
10_95394667	10	95394667	0.418354936517487
10_95395005	10	95395005	0.36416283615389
10_95414595	10	95414595	0.134561970516895
10_95414780	10	95414780	0.0704316330971797
10_95626740	10	95626740	0.150284940786394
10_95628405	10	95628405	0.0919647946468212
10_95628405.1	10	95628405	0.0919647946468212
10_95637439	10	95637439	0.265687924496113
10_95637439.1	10	95637439	0.265687924496113
10_95687353	10	95687353	-0.0962182363122718
10_95687616	10	95687616	0.614255439024849
10_95693409	10	95693409	0.204732724808771
10_95693689	10	95693689	0.167293172349769
10_95693946	10	95693946	0.00989009116212881
10_95711989	10	95711989	-0.0450455843227562
10_95847509	10	95847509	0.409520279142725
10_95927292	10	95927292	0.291458512409398
10_95938581	10	95938581	0.145719760401417
10_95938613	10	95938613	0.287788464536329
10_95949997	10	95949997	0.204014787475772
10_95965901	10	95965901	0.0869197558857488
10_95972151	10	95972151	0.0441203559813324
10_95974133	10	95974133	0.374047849707601
10_95988283	10	95988283	0.030538905973667
10_95992675	10	95992675	0.215481965900463
10_96012601	10	96012601	0.110620723212878
10_96057893	10	96057893	-0.0538965019050219
10_96158086	10	96158086	0.586555257490338
10_96158420	10	96158420	0.291340563258297
10_96158911	10	96158911	0.209982985495973
10_96159312	10	96159312	0.529863251734477
10_96159793	10	96159793	0.0488984715475382
10_96160305	10	96160305	0.140820960988578
10_96160522	10	96160522	0.240356634539492
10_96227509	10	96227509	-0.354453652138011
10_96230827	10	96230827	0.46274905587594
10_96247049	10	96247049	0.335259320754024
10_96255083	10	96255083	-0.295696265700718
10_96304666	10	96304666	0.392359727984542
10_96318482	10	96318482	0.316341861139764
10_96324353	10	96324353	-0.0856875688201023
10_96332363	10	96332363	-0.144836353805887
10_96355262	10	96355262	0.269211497211677
10_96386976	10	96386976	-0.00294155323303957
10_96397233	10	96397233	-0.00973871558680369
10_96413242	10	96413242	0.359938250292165
10_96527504	10	96527504	-0.106964617776268
10_96528035	10	96528035	0.292824054433628
10_96586196	10	96586196	-0.964615314002021
10_96586822	10	96586822	-0.128877175126227
10_96609779	10	96609779	-0.392540343245366
10_96633059	10	96633059	-0.727075503004077
10_96651375	10	96651375	-1.05218765356678
10_96651597	10	96651597	-0.886499645010934
10_96709936	10	96709936	-0.702157870799748
10_96833267	10	96833267	-1.2871203715209
10_96884472	10	96884472	0.381360729035285
10_96907707	10	96907707	0.236680976396094
10_96952167	10	96952167	0.212450637969607
10_96955788	10	96955788	0.16558886613752
10_96981536	10	96981536	-0.15528114653088
10_96982082	10	96982082	0.134561970516895
10_96982251	10	96982251	0.106055542827901
10_96983496	10	96983496	0.21060929114544
10_96983619	10	96983619	0.0553247407069714
10_96984335	10	96984335	0.0802794190535268
10_97002301	10	97002301	0.0897969579641108
10_97031645	10	97031645	0.361662930761625
10_97040056	10	97040056	0.34280390351031
10_97043495	10	97043495	0.392359727984542
10_97047749	10	97047749	0.116235322710304
10_97049109	10	97049109	-0.0994933683451328
10_97058062	10	97058062	0.183889682880463
10_97164836	10	97164836	0.536607981367824
10_97164843	10	97164843	0.408600368991753
10_97169185	10	97169185	0.169209787575353
10_97246326	10	97246326	0.0589359942593503
10_97259420	10	97259420	0.408600368991753
10_97320157	10	97320157	0.199329366279437
10_97334492	10	97334492	0.51461547803554
10_97357146	10	97357146	0.311439732600975
10_97366031	10	97366031	0.163541037488661
10_97366192	10	97366192	-0.0980740912597986
10_97366500	10	97366500	0.525626258848006
10_97366789	10	97366789	0.261115194706289
10_97369473	10	97369473	-0.00112162792785424
10_97379383	10	97379383	-0.149534050844728
10_97379748	10	97379748	0.310258647769648
10_97381435	10	97381435	0.197343745579399
10_97381727	10	97381727	0.017964213203044
10_97388539	10	97388539	0.0397348358742633
10_97390480	10	97390480	0.195962515181039
10_97393737	10	97393737	0.35634050518356
10_97396227	10	97396227	0.100805282140698
10_97401208	10	97401208	0.0343623783896579
10_97401311	10	97401311	0.240356634539492
10_97426091	10	97426091	0.329518854414311
10_97426122	10	97426122	0.371601167817745
10_97455982	10	97455982	0.201676166375432
10_97459239	10	97459239	0.214821542432354
10_97460128	10	97460128	-0.0120305270947934
10_97460950	10	97460950	0.35360368450205
10_97468294	10	97468294	-0.0486210385465837
10_97469028	10	97469028	0.175129011763873
10_97572466	10	97572466	0.0297896485998336
10_97572731	10	97572731	0.563971106054741
10_97577815	10	97577815	0.138176239733014
10_97577869	10	97577869	0.167107652508853
10_97590088	10	97590088	0.051322810149475
10_97590238	10	97590238	0.281935738290892
10_97590346	10	97590346	0.336946607665935
10_97599144	10	97599144	-0.0725263207448633
10_97599765	10	97599765	0.318359146540765
10_97616335	10	97616335	0.587830850005701
10_97616395	10	97616395	0.417082157395773
10_97633477	10	97633477	0.447501282177003
10_97640889	10	97640889	0.631547391863968
10_97651033	10	97651033	0.141514731158662
10_97662947	10	97662947	0.434394947781754
10_97679784	10	97679784	0.0860284881481983
10_97679844	10	97679844	0.40058023478951
10_97738603	10	97738603	-0.0364835708193323
10_97771482	10	97771482	0.155320530683692
10_97771814	10	97771814	0.147052914700092
10_97878648	10	97878648	0.0576075927395962
10_97936246	10	97936246	-0.293842752499778
10_97936274	10	97936274	-0.137885603027546
10_98208684	10	98208684	0.151351628480747
10_98208844	10	98208844	0.244461032872229
10_98208913	10	98208913	0.466360309428319
10_98209741	10	98209741	0.298700620770297
10_98209811	10	98209811	0.22933522844824
10_98235490	10	98235490	0.236168837576058
10_98257696	10	98257696	-0.00863993789401914
10_98257743	10	98257743	0.151961518593778
10_98257992	10	98257992	0.0704316330971797
10_98259087	10	98259087	0.166646948356483
10_98262085	10	98262085	0.280354702471411
10_98385065	10	98385065	0.238937357454158
10_98387303	10	98387303	0.10048886695336
10_98392559	10	98392559	0.388961151522677
10_98407639	10	98407639	0.261115194706289
10_98411273	10	98411273	0.107268401277551
10_98411347	10	98411347	0.0174827531482208
10_98416347	10	98416347	0.49141839870721
10_98416352	10	98416352	0.470234618680863
10_98416347.1	10	98416347	0.49141839870721
10_98416352.1	10	98416352	0.470234618680863
10_98416347.2	10	98416347	0.49141839870721
10_98416352.2	10	98416352	0.470234618680863
10_98416347.3	10	98416347	0.49141839870721
10_98416352.3	10	98416352	0.470234618680863
10_98416563	10	98416563	-0.324427984244034
10_98416563.1	10	98416563	-0.324427984244034
10_98416563.2	10	98416563	-0.324427984244034
10_98416563.3	10	98416563	-0.324427984244034
10_98416563.4	10	98416563	-0.324427984244034
10_98417615	10	98417615	0.363628009441226
10_98423758	10	98423758	0.258503981249751
10_98429485	10	98429485	-0.137676562233021
10_98429879	10	98429879	0.150601981781163
10_98429879.1	10	98429879	0.150601981781163
10_98430659	10	98430659	0.201015742907324
10_98430660	10	98430660	0.216282499560635
10_98431163	10	98431163	-0.186726206399945
10_98431202	10	98431202	0.128147130953467
10_98459557	10	98459557	0.22693611877717
10_98459557.1	10	98459557	0.22693611877717
10_98459617	10	98459617	0.268371010709088
10_98482773	10	98482773	-0.049149982655493
10_98627795	10	98627795	0.170958509051144
10_98744036	10	98744036	0.0109306213485177
10_99329601	10	99329601	0.292824054433628
10_99330015	10	99330015	0.666041378017844
10_99330053	10	99330053	0.516057452209446
10_99368643	10	99368643	0.0704316330971797
10_99387963	10	99387963	0.0329569276785169
10_99535059	10	99535059	-0.349900165851177
10_99535094	10	99535094	-0.168080453602545
10_99535179	10	99535179	0.017964213203044
10_99535208	10	99535208	0.164759015645333
10_99535699	10	99535699	0.0914932486250093
10_99613787	10	99613787	0.203698163960644
10_99661522	10	99661522	0.206850831323775
10_99661610	10	99661610	0.236017698815155
10_99691502	10	99691502	0.524149600540083
10_99698537	10	99698537	-0.274703852951508
10_99698564	10	99698564	-0.0257836821621235
10_99709304	10	99709304	0.195962515181039
10_99709304.1	10	99709304	0.195962515181039
10_99709597	10	99709597	0.00769587774921692
10_99709597.1	10	99709597	0.00769587774921692
10_99709796	10	99709796	0.522943837794686
10_99709796.1	10	99709796	0.522943837794686
10_99709796.2	10	99709796	0.522943837794686
10_99709850	10	99709850	0.368112181737865
10_99712811	10	99712811	0.234551012858286
10_99712811.1	10	99712811	0.234551012858286
10_99712996	10	99712996	0.453760272648685
10_99712997	10	99712997	0.468981009587454
10_99712996.1	10	99712996	0.453760272648685
10_99712997.1	10	99712997	0.468981009587454
10_99714611	10	99714611	0.201015742907324
10_99716409	10	99716409	0.0309032689105423
10_99732075	10	99732075	-0.17312539823731
10_99732075.1	10	99732075	-0.17312539823731
10_99732075.2	10	99732075	-0.17312539823731
10_99732075.3	10	99732075	-0.17312539823731
10_99732521	10	99732521	0.292824054433628
10_99784690	10	99784690	0.364878991562435
10_99788711	10	99788711	-0.0498626006205321
10_99800412	10	99800412	0.340520796464924
10_99800412.1	10	99800412	0.340520796464924
10_99800412.2	10	99800412	0.340520796464924
10_99804028	10	99804028	0.147599493619639
10_99804255	10	99804255	0.363628009441226
10_99804255.1	10	99804255	0.363628009441226
10_99831661	10	99831661	0.370940744349636
10_99844450	10	99844450	0.598060958752384
10_99844450.1	10	99844450	0.598060958752384
10_99850783	10	99850783	0.385304970450591
10_99850783.1	10	99850783	0.385304970450591
10_99851537	10	99851537	0.591778034522364
10_99851561	10	99851561	0.58350121533655
10_99861014	10	99861014	0.444406475754137
10_99879859	10	99879859	0.347541224142696
10_99879925	10	99879925	0.158658816108915
10_99880039	10	99880039	0.164298556561402
10_99885741	10	99885741	0.0850784090615808
10_99885777	10	99885777	0.180404475122311
10_99898123	10	99898123	0.238554391905507
10_99929621	10	99929621	0.150601981781163
10_99929633	10	99929633	-0.0994933683451328
10_99930293	10	99930293	0.0812383880537625
10_99930364	10	99930364	0.0926273792113758
10_99930622	10	99930622	0.321393206630398
10_99955280	10	99955280	0.459843324700529
10_99956142	10	99956142	0.335259320754024
10_99956611	10	99956611	0.305809696028108
10_99969140	10	99969140	0.0356662149365029
10_100048785	10	100048785	0.427125146145219
10_100054348	10	100054348	0.300729252518974
10_100057106	10	100057106	0.290557447461683
10_100069757	10	100069757	0.566665215224004
10_100076007	10	100076007	0.23171254013024
10_100081512	10	100081512	0.329349930458742
10_100152307	10	100152307	0.0562177738774788
10_100199101	10	100199101	0.0198055600272118
10_100204510	10	100204510	0.0704316330971797
10_100204555	10	100204555	0.110789370713321
10_100218126	10	100218126	0.156161507123064
10_100233267	10	100233267	0.202343308602761
10_100233276	10	100233276	0.182541999418717
10_100235744	10	100235744	0.360946775353081
10_100245863	10	100245863	0.286160324152617
10_100260250	10	100260250	0.338627744046752
10_100286623	10	100286623	0.548478929901824
10_100288943	10	100288943	0.36219775747429
10_100291335	10	100291335	0.0892906603484954
10_100294640	10	100294640	0.386207501002947
10_100297505	10	100297505	0.392359727984542
10_100297519	10	100297519	0.668333189525834
10_100299700	10	100299700	0.163541037488661
10_100329211	10	100329211	-0.197048677767806
10_100356554	10	100356554	0.279018254908597
10_100360777	10	100360777	0.362882526907708
10_100481967	10	100481967	0.036484301173842
10_100488064	10	100488064	0.358557019893804
10_100495459	10	100495459	0.52660782716951
10_100499576	10	100499576	0.390121255788543
10_100502366	10	100502366	0.372321974747997
10_100502424	10	100502424	0.247309395181259
10_100509425	10	100509425	0.193050919761135
10_100516183	10	100516183	0.263076711039576
10_100526422	10	100526422	0.00723780660998553
10_100735723	10	100735723	0.0849312027922949
10_100790607	10	100790607	0.189076129595799
10_100809115	10	100809115	0.167293172349769
10_100809226	10	100809226	0.0115379440436112
10_100924492	10	100924492	0.113500354989066
10_100924623	10	100924623	0.366824635877404
10_100924697	10	100924697	0.0384887405944254
10_100944090	10	100944090	0.226833190439747
10_100978327	10	100978327	0.118794654658579
10_100979179	10	100979179	0.0352422046348796
10_100980855	10	100980855	0.0510663082302484
10_100980986	10	100980986	0.124879417119556
10_100984574	10	100984574	0.389710149570593
10_100986916	10	100986916	0.59126379639862
10_100987072	10	100987072	0.279378523368676
10_100988286	10	100988286	0.260953539146606
10_100989312	10	100989312	0.470969562680909
10_101002824	10	101002824	0.100178976491232
10_101002841	10	101002841	0.283425356431378
10_101004004	10	101004004	0.36416283615389
10_101006935	10	101006935	0.165851198175862
10_101010658	10	101010658	0.125926745688883
10_101012256	10	101012256	0.406480836229195
10_101017647	10	101017647	-0.0771255553166781
10_101019138	10	101019138	0.387104002533047
10_101022366	10	101022366	0.0434645854969104
10_101022366.1	10	101022366	0.0434645854969104
10_101023608	10	101023608	-0.219074984097805
10_101023921	10	101023921	0.200066913513775
10_101030052	10	101030052	0.097148971472959
10_101038644	10	101038644	0.438163417597667
10_101062679	10	101062679	0.17136054194796
10_101064535	10	101064535	0.134561970516895
10_101064592	10	101064592	0.162549835085611
10_101131923	10	101131923	0.0704316330971797
10_101228588	10	101228588	0.0946791793438569
10_101354579	10	101354579	0.158968307698837
10_101534803	10	101534803	0.162795651245839
10_101579710	10	101579710	0.191447034058546
10_101580324	10	101580324	0.0372647691619804
10_101584832	10	101584832	-0.241512373217561
10_101588285	10	101588285	0.544873419573619
10_101601181	10	101601181	0.292824054433628
10_101609448	10	101609448	-0.0382746263453205
10_101694572	10	101694572	-0.0257836821621235
10_101783370	10	101783370	0.157894474347519
10_101798850	10	101798850	0.388401714415859
10_101798989	10	101798989	0.00484329146960278
10_101817886	10	101817886	0.440188253075157
10_101827263	10	101827263	0.513375128945908
10_101829105	10	101829105	0.054834778046161
10_102006554	10	102006554	0.255987286253256
10_102014739	10	102014739	0.318359146540765
10_102065579	10	102065579	0.0704316330971797
10_102065796	10	102065796	0.321970400093144
10_102065872	10	102065872	0.168835337158174
10_102065918	10	102065918	0.133167388445142
10_102066106	10	102066106	0.152893793289153
10_102067655	10	102067655	0.333466038930973
10_102110589	10	102110589	0.563971106054741
10_102139132	10	102139132	0.171125632716653
10_102139290	10	102139290	0.00252756859537589
10_102139367	10	102139367	0.333466038930973
10_102139919	10	102139919	0.256844757328061
10_102141234	10	102141234	0.256298178408513
10_102141370	10	102141370	0.11697421903421
10_102147011	10	102147011	0.265982442214987
10_102147298	10	102147298	0.120472315596775
10_102152452	10	102152452	0.862989553226703
10_102158212	10	102158212	0.576617020434219
10_102160718	10	102160718	0.0704316330971797
10_102160855	10	102160855	0.277873712967656
10_102161895	10	102161895	-0.137676562233021
10_102231624	10	102231624	0.406480836229195
10_102260065	10	102260065	0.633367827488337
10_102351860	10	102351860	0.442400410484138
10_102359382	10	102359382	0.0301677628834525
10_102368422	10	102368422	0.325688688339254
10_102370789	10	102370789	0.438471652838854
10_102370816	10	102370816	0.433001712481888
10_102376712	10	102376712	0.0551648764438691
10_102376972	10	102376972	0.0339057570720655
10_102379689	10	102379689	0.513375128945908
10_102380598	10	102380598	0.409637719416377
10_102380676	10	102380676	0.275251424985678
10_102395415	10	102395415	0.6381161423865
10_102399382	10	102399382	0.00558048874721173
10_102399466	10	102399466	-0.124215797756364
10_102400725	10	102400725	0.351451784404336
10_102411084	10	102411084	0.22243472654223
10_102415138	10	102415138	0.160629442068758
10_102416714	10	102416714	0.327207048459291
10_102420170	10	102420170	0.0490579823046128
10_102420203	10	102420203	0.0903311905348846
10_102421821	10	102421821	0.0704316330971797
10_102425144	10	102425144	0.131832177761323
10_102450978	10	102450978	-0.000827050072642279
10_102451002	10	102451002	0.25329569024699
10_102451129	10	102451129	0.236441584536109
10_102470028	10	102470028	0.42310325141565
10_102470680	10	102470680	0.212450637969607
10_102470734	10	102470734	0.0467803650325342
10_102470749	10	102470749	-0.0953055713816993
10_102471297	10	102471297	0.477341251492623
10_102509196	10	102509196	-0.0161560518989111
10_102509196.1	10	102509196	-0.0161560518989111
10_102509196.2	10	102509196	-0.0161560518989111
10_102599540	10	102599540	0.325245532126005
10_102599540.1	10	102599540	0.325245532126005
10_102617423	10	102617423	0.180056124271678
10_102627177	10	102627177	0.142944132881547
10_102627177.1	10	102627177	0.142944132881547
10_102632044	10	102632044	0.104783137887957
10_102632044.1	10	102632044	0.104783137887957
10_102632044.2	10	102632044	0.104783137887957
