	Chromosome	Position	96RT_TISSUE_vs_96RT_PBMC.tumour
12_14535710	12	14535710	0.0894896874125286
12_14613124	12	14613124	0.378011697818988
12_14616712	12	14616712	0.0541290191825629
12_14641128	12	14641128	0.214953415864942
12_14683083	12	14683083	-0.100811450061568
12_14683143	12	14683143	-0.0633718976025662
12_14683152	12	14683152	-0.0277479878718449
12_14746723	12	14746723	-0.0318640963440768
12_14769975	12	14769975	0.41183169566979
12_14770995	12	14770995	0.304827351215026
12_14806140	12	14806140	0.174180330904887
12_14806457	12	14806457	0.259910204930772
12_14806536	12	14806536	-0.215820336024417
12_14823563	12	14823563	-0.299050009689239
12_14823619	12	14823619	-0.244978704092514
12_14823637	12	14823637	-0.32640630343636
12_14840674	12	14840674	-0.102922378328619
12_14840920	12	14840920	-0.0468568108195496
12_14841081	12	14841081	0.00434564183800858
12_14882112	12	14882112	-0.284327371568339
12_14882147	12	14882147	-0.420842934270012
12_14882253	12	14882253	-0.0645065378819626
12_14921018	12	14921018	0.0110444951252143
12_14928964	12	14928964	-0.118829710916344
12_14937993	12	14937993	0.124255105573205
12_14942624	12	14942624	0.185655650237349
12_14947891	12	14947891	0.154628754616724
12_14981419	12	14981419	0.227065911156981
12_14981547	12	14981547	0.173885873297806
12_15109281	12	15109281	-0.0096006411615853
12_15109425	12	15109425	0.22379077912412
12_15111340	12	15111340	0.124255105573205
12_15503898	12	15503898	0.0954002429010201
12_15508630	12	15508630	-0.142936925734245
12_15526186	12	15526186	-0.208320233513666
12_15578864	12	15578864	0.266087799986165
12_15580735	12	15580735	0.00641861527934694
12_15581708	12	15581708	-0.371272311566007
12_15623230	12	15623230	-0.103696841105143
12_15623283	12	15623283	0.077862200088754
12_15624339	12	15624339	-0.0591121587811801
12_15624379	12	15624379	-0.0201348037619697
12_15647153	12	15647153	-0.24611334437191
12_15650970	12	15650970	-0.136454247314345
12_16194374	12	16194374	-0.487819240765192
12_16224580	12	16224580	0.00712247197520733
12_16239720	12	16239720	-0.0563171400686156
12_16244743	12	16244743	-0.234198865339271
12_16244800	12	16244800	-0.220393065814241
12_16272613	12	16272613	-0.0683899723691907
12_16272722	12	16272722	0.0894896874125286
12_16277350	12	16277350	0.431683630765452
12_16277517	12	16277517	0.0659111193424003
12_16277655	12	16277655	-0.077075700235413
12_16277658	12	16277658	-0.265691412742808
12_16594271	12	16594271	-0.330310757892276
12_18081322	12	18081322	-0.143440677630452
12_18084544	12	18084544	-0.241200364855078
12_18282518	12	18282518	-0.0586089515766053
12_18286863	12	18286863	-0.0960540012627537
12_18290875	12	18290875	0.0680109949335862
12_18293947	12	18293947	-0.283402863340041
12_18293990	12	18293990	-0.248718334139095
12_18320994	12	18320994	0.124255105573205
12_18346673	12	18346673	0.0730297822180322
12_18496123	12	18496123	-0.252308245891003
12_18503291	12	18503291	-0.338088108483995
12_18566953	12	18566953	0.0615193502252426
12_18688181	12	18688181	-0.281849268935631
12_18715734	12	18715734	-0.23592045867112
12_18723318	12	18723318	0.197318567762929
12_18738383	12	18738383	-0.125196327987664
12_19274830	12	19274830	0.167647701086586
12_19322667	12	19322667	-0.192935070307494
12_19343367	12	19343367	0.0632256721756458
12_19347126	12	19347126	-0.46586910026373
12_19347177	12	19347177	-0.540760646713986
12_19358377	12	19358377	0.177366442032768
12_19366066	12	19366066	-0.0904837432198073
12_19366068	12	19366068	0.0311457011817237
12_19500128	12	19500128	-0.118829710916344
12_20020830	12	20020830	0.133715434822271
12_20369515	12	20369515	0.335759210766917
12_20369869	12	20369869	0.233879596747704
12_20369917	12	20369917	0.24355403394555
12_20613625	12	20613625	-0.077075700235413
12_20621383	12	20621383	0.0417929453812322
12_20648864	12	20648864	-0.050831600984886
12_20654111	12	20654111	-0.0981373157632427
12_20707159	12	20707159	-0.148042221589556
12_20721955	12	20721955	-0.0727817414863485
12_20740325	12	20740325	-0.0518436634893077
12_20750823	12	20750823	-0.000332530291444288
12_20752316	12	20752316	-0.00621482632220352
12_20815807	12	20815807	-0.290782393705639
12_20855051	12	20855051	-0.290782393705639
12_20862414	12	20862414	0.103496545406408
12_20875266	12	20875266	-0.138779300260589
12_20875274	12	20875274	-0.328650579296082
12_20875308	12	20875308	-0.443485654619364
12_20880870	12	20880870	-0.325270770090929
12_20883477	12	20883477	0.443873039773367
12_20901459	12	20901459	0.010598323777638
12_20901984	12	20901984	-0.352710142848841
12_20916115	12	20916115	-0.0937455466460851
12_21023201	12	21023201	-0.13368143262091
12_21047085	12	21047085	-0.127283661422759
12_21048729	12	21048729	-0.0792782885119268
12_21076560	12	21076560	-0.0731909586330119
12_21089920	12	21089920	-0.214546807878553
12_21090067	12	21090067	-0.267698780592597
12_21090101	12	21090101	-0.353518149053601
12_21141604	12	21141604	0.241824701954381
12_21164857	12	21164857	0.168649224931659
12_21168436	12	21168436	0.152824257769976
12_21172880	12	21172880	-0.341408466775607
12_21176804	12	21176804	0.1535197000784
12_21176827	12	21176827	0.183589244955607
12_21178615	12	21178615	0.185655650237349
12_21178665	12	21178665	0.359275135237403
12_21200686	12	21200686	-0.0706565793411357
12_21202603	12	21202603	0.0717876856790699
12_21205988	12	21205988	0.191369301431742
12_21206031	12	21206031	0.319805914691012
12_21215788	12	21215788	0.135482360996459
12_21225087	12	21225087	-0.318263130127746
12_21229685	12	21229685	-0.00390124591747714
12_21269558	12	21269558	0.0311457011817237
12_21294002	12	21294002	-0.138779300260589
12_21335070	12	21335070	-0.074464486778875
12_21373717	12	21373717	-0.0211753339483586
12_21378313	12	21378313	0.356701191573576
12_21378348	12	21378348	0.227684695228611
12_21455266	12	21455266	-0.019109069597972
12_21456880	12	21456880	-0.192004239227465
12_21467522	12	21467522	0.0811863836813192
12_21471035	12	21471035	-0.0808593243314073
12_21475570	12	21475570	-0.213245793234618
12_21491655	12	21491655	0.0166461314866088
12_21536998	12	21536998	0.0538657776818072
12_21537012	12	21537012	-0.00127577651065367
12_21537061	12	21537061	0.00877788815326922
12_21539276	12	21539276	0.0160563650587837
12_21558233	12	21558233	0.0259530319614013
12_21559154	12	21559154	-0.0215957608902497
12_21560468	12	21560468	0.372789941711884
12_21575940	12	21575940	0.179750218164909
12_21580365	12	21580365	0.124255105573205
12_21635668	12	21635668	0.0582918431948465
12_21636923	12	21636923	-0.182867054538751
12_21642075	12	21642075	0.148749667493954
12_21765997	12	21765997	0.608815709336524
12_21842378	12	21842378	-0.0608562996837833
12_21842430	12	21842430	0.17271659452985
12_21845669	12	21845669	-0.160721853141266
12_21863055	12	21863055	-0.178307664447226
12_21894157	12	21894157	0.527219772551474
12_22060852	12	22060852	0.07642658048259
12_22065226	12	22065226	-0.0162752034278962
12_22201564	12	22201564	-0.149919857865789
12_22223742	12	22223742	-0.255449320593358
12_22449862	12	22449862	-0.0594568475991828
12_22506786	12	22506786	-0.177400594287896
12_22661089	12	22661089	-0.00761034230076853
12_22661102	12	22661102	0.0489669782689683
12_23950416	12	23950416	0.118608542432063
12_24832725	12	24832725	0.294180107015518
12_24901853	12	24901853	-0.183867189789127
12_25011374	12	25011374	0.117682451649719
12_25011432	12	25011432	-0.31935154590241
12_25015216	12	25015216	0.170351520162659
12_25026810	12	25026810	-0.200016929782456
12_25033860	12	25033860	-0.000192265351283421
12_25090181	12	25090181	0.185655650237349
12_25102198	12	25102198	-0.15472084412961
12_25107967	12	25107967	-0.133241116719159
12_25108801	12	25108801	0.00467348982053258
12_25111858	12	25111858	-0.0671991385905685
12_25144511	12	25144511	0.247313501977543
12_25158555	12	25158555	-0.0652226932905075
12_25161141	12	25161141	-0.20084026839284
12_25161171	12	25161171	-0.169476097483505
12_25208590	12	25208590	-0.147418218534461
12_25209843	12	25209843	-0.191246720154724
12_25250839	12	25250839	0.245650213087859
12_25250917	12	25250917	0.451149453353917
12_25251181	12	25251181	0.147659709908149
12_25518825	12	25518825	0.0615193502252426
12_25518868	12	25518868	0.0121447392516679
12_25526812	12	25526812	0.0672651269883756
12_25526907	12	25526907	0.21238601585187
12_26064634	12	26064634	-0.0189777782441128
12_26064919	12	26064919	0.235286417961949
12_26065047	12	26065047	0.0233261967224245
12_26065191	12	26065191	0.246590648497257
12_26065280	12	26065280	0.465292023408272
12_26068721	12	26068721	0.0774608940942641
12_26122399	12	26122399	0.200753243047249
12_26195714	12	26195714	-0.0519955341185222
12_26230745	12	26230745	-0.171200777952966
12_26230878	12	26230878	0.254213699697873
12_26230901	12	26230901	0.360209977350715
12_26486332	12	26486332	-0.35090338614321
12_26510630	12	26510630	-0.0151479510922113
12_26596898	12	26596898	0.674028177832061
12_26602630	12	26602630	0.130355305109623
12_26624354	12	26624354	-0.0958707087912977
12_26631917	12	26631917	0.294180107015518
12_26631998	12	26631998	0.0110444951252143
12_26656383	12	26656383	0.129793289114635
12_26656473	12	26656473	0.010084085653894
12_26657844	12	26657844	-0.0526226565108741
12_26657883	12	26657883	-0.120857392263326
12_26658112	12	26658112	-0.0652226932905075
12_26681900	12	26681900	-0.152262529624211
12_26701191	12	26701191	-0.127283661422759
12_26715356	12	26715356	-0.00127577651065367
12_26715389	12	26715389	0.0745020703761057
12_26724720	12	26724720	-0.118829710916344
12_26832707	12	26832707	0.145316721101035
12_26832711	12	26832711	0.0571409097146683
12_26911299	12	26911299	0.251012247859144
12_26913597	12	26913597	0.0623273564300033
12_26924476	12	26924476	0.0365122109315391
12_27003328	12	27003328	-0.0251922829680883
12_27022707	12	27022707	0.294180107015518
12_27022736	12	27022736	0.211717946823545
12_27081251	12	27081251	0.251227961830971
12_27081267	12	27081267	0.305151224836521
12_27081991	12	27081991	0.190750517360112
12_27082066	12	27082066	0.148749667493954
12_27082193	12	27082193	0.343762135866078
12_27317933	12	27317933	-0.16691073554347
12_27400633	12	27400633	0.110315914615331
12_27403456	12	27403456	0.19296785565722
12_27474872	12	27474872	0.148260568583995
12_27475674	12	27475674	0.111976775794769
12_27488532	12	27488532	0.273831461623715
12_27488540	12	27488540	0.276902115583682
12_27635088	12	27635088	0.192159170075009
12_27672474	12	27672474	-0.347365922072006
12_27687487	12	27687487	0.421236843330337
12_27689130	12	27689130	0.457154318281571
12_27691830	12	27691830	-0.136869710251957
12_27691891	12	27691891	-0.0241367343194659
12_27696862	12	27696862	-0.0756142991371033
12_27696970	12	27696970	0.40371505932011
12_27755435	12	27755435	-0.037495964423407
12_27762785	12	27762785	0.144719208132921
12_27762963	12	27762963	0.221423764580203
12_27763011	12	27763011	0.135226223394208
12_27763365	12	27763365	0.40665483627393
12_27780721	12	27780721	0.48214869774844
12_28259439	12	28259439	0.0311457011817237
12_28304685	12	28304685	-0.0505192955305029
12_28306836	12	28306836	0.0240909436477731
12_28362450	12	28362450	-0.271673570757934
12_28450179	12	28450179	-0.203319552455299
12_28452493	12	28452493	-0.653352473090347
12_29270423	12	29270423	-0.0132484181767297
12_29270527	12	29270527	0.134981512166264
12_29293464	12	29293464	0.130204371904391
12_29297183	12	29297183	-0.156765045733951
12_29317004	12	29317004	0.000983730671471181
12_29332626	12	29332626	0.133715434822271
12_29423234	12	29423234	-0.177125611910071
12_29423258	12	29423258	-0.154280393800777
12_29430904	12	29430904	0.0462525935719321
12_29440705	12	29440705	0.259691730630227
12_29451459	12	29451459	0.0150260358184469
12_29455305	12	29455305	-0.395119053520374
12_29462008	12	29462008	-0.0581216369153636
12_29464617	12	29464617	0.0653614165196366
12_29471848	12	29471848	-0.103904258982129
12_29473035	12	29473035	0.27140879935686
12_29475083	12	29475083	0.304827351215026
12_29477453	12	29477453	0.220470420832508
12_29477537	12	29477537	0.250926909061634
12_29478888	12	29478888	-0.0300730408180886
12_29486253	12	29486253	-0.0318640963440768
12_29489640	12	29489640	0.323326452675034
12_29495329	12	29495329	0.109458103645125
12_29495342	12	29495342	0.156063843803881
12_29496624	12	29496624	-0.0594568475991828
12_29517571	12	29517571	0.124255105573205
12_29583547	12	29583547	-0.082977508592237
12_29604201	12	29604201	-0.0750537026502014
12_29633191	12	29633191	0.136032273349559
12_29751858	12	29751858	-0.0412627943463264
12_29768012	12	29768012	0.0469899792465023
12_29783680	12	29783680	-0.183867189789127
12_30656702	12	30656702	-0.183867189789127
12_30656714	12	30656714	-0.253788186223437
12_30671037	12	30671037	-0.0640115318586163
12_30688370	12	30688370	-0.0543421978835579
12_30694989	12	30694989	0.381855625356371
12_30711742	12	30711742	-0.398423116893608
12_30715068	12	30715068	0.192159170075009
12_30715074	12	30715074	0.253272163435311
12_30726042	12	30726042	0.26175862932314
12_30728875	12	30728875	-0.0718874166054177
12_30730250	12	30730250	-0.05417611314949
12_30735043	12	30735043	0.0910882416380058
12_30741023	12	30741023	-0.161271660709234
12_30954007	12	30954007	0.540946123704563
12_30964016	12	30964016	-0.328257099124302
12_30982553	12	30982553	-0.438881032694773
12_30991902	12	30991902	0.207671113760843
12_31004580	12	31004580	-0.032470398114248
12_31078276	12	31078276	-0.0532830799789825
12_31096885	12	31096885	-0.0243889757819301
12_31096926	12	31096926	-0.0641899838399051
12_31101061	12	31101061	0.00467348982053258
12_31102329	12	31102329	-0.0213924928320213
12_31103583	12	31103583	-0.266935651751271
12_31136021	12	31136021	0.181970603429493
12_31144937	12	31144937	-0.127283661422759
12_31147957	12	31147957	0.0444017978839904
12_31158049	12	31158049	-0.0102302266138153
12_31206149	12	31206149	0.302307987898918
12_31323947	12	31323947	0.780770867319395
12_31398335	12	31398335	0.180289140487533
12_31426383	12	31426383	-0.140642044277778
12_31447569	12	31447569	0.26023277509218
12_31451841	12	31451841	-0.590342675564546
12_31451907	12	31451907	-0.0336245542085142
12_31452336	12	31452336	-0.31725460506683
12_31495892	12	31495892	0.0733739365710212
12_31662233	12	31662233	0.105146282625501
12_31709098	12	31709098	0.468209506790566
12_31791803	12	31791803	-0.0939250644763283
12_31792065	12	31792065	-0.0891485325359882
12_31792130	12	31792130	0.204294603498322
12_31981130	12	31981130	-0.0696549396057684
12_31981188	12	31981188	-0.00863916492414025
12_31981394	12	31981394	0.130204371904391
12_31981479	12	31981479	0.0238532086153677
12_31981704	12	31981704	0.0645488594489375
12_31981786	12	31981786	0.055393247428401
12_31981841	12	31981841	0.270644592554729
12_31981881	12	31981881	0.233297864868495
12_31982009	12	31982009	0.424914583706916
12_31982252	12	31982252	0.408708495041905
12_31982301	12	31982301	0.237911887368772
12_31982700	12	31982700	0.258904632267987
12_31982792	12	31982792	-0.0683899723691907
12_31982897	12	31982897	0.257343338835146
12_31982898	12	31982898	0.21889197971128
12_31983364	12	31983364	-0.0652226932905075
12_31983386	12	31983386	0.350136512989533
12_31984918	12	31984918	-0.153278869955704
12_31984950	12	31984950	-0.233296899044878
12_31985148	12	31985148	0.0597148533784947
12_31985391	12	31985391	0.330705983040632
12_32216300	12	32216300	-0.239067357161483
12_32327952	12	32327952	0.0410611700468063
12_32328159	12	32328159	-0.202555210693903
12_32399759	12	32399759	-0.183867189789127
12_32399835	12	32399835	-0.228046638357676
12_32399840	12	32399840	-0.16525151162178
12_32399879	12	32399879	-0.123963303131148
12_32534418	12	32534418	0.0472140698093773
12_32601318	12	32601318	0.0604791951398905
12_32601319	12	32601319	0.100408363618837
12_32611250	12	32611250	0.382407290027253
12_32625729	12	32625729	-0.0077102346352996
12_32640040	12	32640040	0.00619934405149309
12_32641328	12	32641328	-0.108944070719826
12_32643346	12	32643346	0.218231253782219
12_32644596	12	32644596	-0.20058458473406
12_32707368	12	32707368	-0.0952315845878317
12_32722472	12	32722472	0.0332200294195823
12_32750796	12	32750796	0.366073025497303
12_32753935	12	32753935	0.0260747116343019
12_32755303	12	32755303	-0.211347926211234
12_32755584	12	32755584	0.00366496475961679
12_32755771	12	32755771	0.266995277689287
12_32796206	12	32796206	-0.30049754853885
12_32843314	12	32843314	-0.594563141882742
12_32869000	12	32869000	0.513297396319104
12_32877868	12	32877868	0.178702889595582
12_32877908	12	32877908	0.15200009605611
12_33426473	12	33426473	0.0387857633838556
12_34021821	12	34021821	-0.230240851770588
12_34024144	12	34024144	0.181041131664783
12_34025895	12	34025895	-0.125358784498267
12_38318340	12	38318340	-0.280866924840556
12_38320357	12	38320357	-0.304996252925339
12_38320383	12	38320383	-0.311441864271732
12_38320849	12	38320849	-0.329776525321502
12_38321198	12	38321198	-0.0665672367623728
12_38730292	12	38730292	-1.04907649731236
12_38905463	12	38905463	-0.0866416769254134
12_39301643	12	39301643	-0.26908732260632
12_39332365	12	39332365	-0.144931527242184
12_39332911	12	39332911	-0.264787185172694
12_39341546	12	39341546	-0.469585546494404
12_39357413	12	39357413	0.092546245845867
12_39366350	12	39366350	-0.313502470205722
12_39586199	12	39586199	-0.495602185594137
12_39640968	12	39640968	-0.0671991385905685
12_39683129	12	39683129	-0.560871557073383
12_39684198	12	39684198	-0.205052519679755
12_39692073	12	39692073	0.151222153173474
12_39720826	12	39720826	0.157575178773232
12_39720979	12	39720979	-0.0776085023985694
12_39721228	12	39721228	-0.0933363294994216
12_40105792	12	40105792	0.0462525935719321
12_40232383	12	40232383	-0.314241366529627
12_40232385	12	40232385	-0.400406884880137
12_40237989	12	40237989	0.234679095266856
12_40251273	12	40251273	-0.290782393705639
12_40294893	12	40294893	-0.644419348320339
12_40305791	12	40305791	-0.383040901557627
12_40320071	12	40320071	-0.382704883146678
12_40320099	12	40320099	-0.47840939688141
12_40322458	12	40322458	-0.204625749955924
12_40364850	12	40364850	-0.245928157921378
12_40406167	12	40406167	-0.261035050311587
12_40406173	12	40406173	-0.117450790820077
12_40408348	12	40408348	-0.280866924840556
12_40414870	12	40414870	-0.0441424261225135
12_40414924	12	40414924	0.0311457011817237
12_40418142	12	40418142	-0.533143231274683
12_40419191	12	40419191	-0.17342544306748
12_40420305	12	40420305	-0.501837271107806
12_40421241	12	40421241	-0.361171721597037
12_40421258	12	40421258	-0.351811827103198
12_40426601	12	40426601	-0.110210148063818
12_40427374	12	40427374	-0.0726022236561051
12_40427993	12	40427993	-0.374846658494113
12_40428065	12	40428065	-0.214546807878553
12_40428068	12	40428068	-0.20058458473406
12_40429552	12	40429552	-0.290782393705639
12_40429672	12	40429672	0.00660351691893217
12_40431698	12	40431698	-0.0180978178381255
12_40432399	12	40432399	-0.548580151173286
12_40436126	12	40436126	-0.136748765033218
12_40438324	12	40438324	-0.603060318559282
12_40438359	12	40438359	-0.651184636407637
12_40441144	12	40441144	-0.162267653182958
12_40441153	12	40441153	-0.256016975544962
12_40441932	12	40441932	-0.168298387180644
12_40441947	12	40441947	-0.290782393705639
12_40444215	12	40444215	-0.397091295851979
12_40444414	12	40444414	0.0059351383844438
12_40464141	12	40464141	-0.202726217040443
12_40464164	12	40464164	-0.309160923020493
12_40479144	12	40479144	-0.221241460452562
12_40479224	12	40479224	0.00877788815326922
12_40479476	12	40479476	0.0238532086153677
12_40479576	12	40479576	-0.0209428099667304
12_40479770	12	40479770	-0.362335654730672
12_40479853	12	40479853	-0.107336252609707
12_40479961	12	40479961	0.124255105573205
12_40480006	12	40480006	0.211717946823545
12_40480286	12	40480286	-0.129719960973122
12_40480396	12	40480396	0.124255105573205
12_40480537	12	40480537	0.0801999254952695
12_40480581	12	40480581	-0.0456698958691073
12_40480595	12	40480595	-0.0365989054541105
12_40480898	12	40480898	-0.209862398322071
12_40480950	12	40480950	-0.0277479878718449
12_40480966	12	40480966	0.0284961227677747
12_40481251	12	40481251	-0.196317709702146
12_40481549	12	40481549	0.132429037018905
12_40481642	12	40481642	-0.508962563755172
12_40481663	12	40481663	-0.44134207028102
12_40481678	12	40481678	-0.454281125988518
12_40482027	12	40482027	-0.791475977529191
12_40482392	12	40482392	-0.150184063532838
12_40482427	12	40482427	-0.143941005376367
12_40482461	12	40482461	0.0204192945886653
12_40482506	12	40482506	0.271531368070317
12_40483242	12	40483242	0.144719208132921
12_40483260	12	40483260	0.0452668094263766
12_40484680	12	40484680	-0.121905481696193
12_40484862	12	40484862	0.0931325880774245
12_40484863	12	40484863	0.115693092069781
12_40484975	12	40484975	0.219832765555436
12_40485002	12	40485002	0.287193676699411
12_40485044	12	40485044	0.135226223394208
12_40485067	12	40485067	0.328127438938855
12_40486015	12	40486015	0.11940570591181
12_40486052	12	40486052	0.234679095266856
12_40486076	12	40486076	0.277501365868887
12_40486258	12	40486258	0.489904577889885
12_40486279	12	40486279	0.439610546537082
12_40488204	12	40488204	0.022005047325255
12_40489290	12	40489290	-0.23188870465207
12_40489973	12	40489973	0.160913576152053
12_40490474	12	40490474	0.0703162984624015
12_40490601	12	40490601	-0.00243689934265733
12_40490955	12	40490955	0.136032273349559
12_40491079	12	40491079	-0.129031323709027
12_40498984	12	40498984	-0.174458275738407
12_40500186	12	40500186	-0.340251069969938
12_40501162	12	40501162	-0.11675299393059
12_40501168	12	40501168	-0.231403846626707
12_40506277	12	40506277	-0.178889513634741
12_40507017	12	40507017	0.103038619663509
12_40507243	12	40507243	-0.323572328823308
12_40515494	12	40515494	0.0660099645372519
12_40516122	12	40516122	0.0472140698093773
12_40517886	12	40517886	-0.114531754013911
12_40518830	12	40518830	0.0126097497442963
12_40523614	12	40523614	-0.101626301843123
12_40526308	12	40526308	0.0129983544714641
12_40526323	12	40526323	-0.0166074302666445
12_40528289	12	40528289	0.282592132740306
12_40528302	12	40528302	0.140556917902306
12_40531219	12	40531219	0.0411993658456467
12_40532056	12	40532056	-0.0668863817788031
12_40533236	12	40533236	-0.0882895298068956
12_40536482	12	40536482	-0.233557525012689
12_40541830	12	40541830	0.0148438888526233
12_40548613	12	40548613	-0.16525151162178
12_40561573	12	40561573	-0.273504402273803
12_40561603	12	40561603	-0.215820336024417
12_40565666	12	40565666	-0.207366385518001
12_40936809	12	40936809	-0.354912731125354
12_40943633	12	40943633	-0.290782393705639
12_40971484	12	40971484	-0.0438676532351217
12_40981060	12	40981060	-0.265247301598501
12_41016821	12	41016821	-0.237011137264658
12_41020410	12	41020410	-0.612710488593001
12_41194170	12	41194170	-0.198859904264599
12_41506593	12	41506593	-0.404240443488922
12_41552737	12	41552737	-0.402675273776536
12_41563589	12	41563589	-0.407596058688389
12_41573277	12	41573277	-0.379787399764384
12_42160688	12	42160688	0.108487789714889
12_42160703	12	42160703	0.211098365520963
12_42235748	12	42235748	-0.236334609683262
12_42235799	12	42235799	-0.301508800298697
12_42317889	12	42317889	-0.0551541452124966
12_42398869	12	42398869	-0.216781812261862
12_42445084	12	42445084	-0.219229132680605
12_42460069	12	42460069	-0.272635046995379
12_42460111	12	42460111	-0.253788186223437
12_42460234	12	42460234	-0.00605291677252578
12_42460403	12	42460403	-0.153278869955704
12_42460406	12	42460406	-0.194106374293965
12_42466225	12	42466225	-0.00265700690901429
12_42472409	12	42472409	-0.2456945041771
12_43375473	12	43375473	0.111976775794769
12_43377559	12	43377559	0.239732322993141
12_43383827	12	43383827	0.393441738388594
12_43383950	12	43383950	0.534719875062225
12_43427317	12	43427317	-0.322491253432977
12_43432389	12	43432389	-0.258360916013261
12_43432787	12	43432787	-0.23592045867112
12_43434338	12	43434338	-0.0750537026502014
12_43452396	12	43452396	0.0269579042182902
12_43468632	12	43468632	-0.199634505647443
12_43551008	12	43551008	-0.302187156977888
12_43551106	12	43551106	-0.152262529624211
12_43736402	12	43736402	0.0628545609090617
12_43736527	12	43736527	-0.0766575883527914
12_43754456	12	43754456	-0.226967296108195
12_43754970	12	43754970	0.0237282296192407
12_43783707	12	43783707	-0.310411200454571
12_43783708	12	43783708	-0.192601999766735
12_43786492	12	43786492	-0.0629764761828264
12_43788913	12	43788913	-0.325547811866315
12_43795712	12	43795712	-0.255592965243338
12_43797822	12	43797822	-0.413639141491172
12_44520146	12	44520146	-0.0981373157632427
12_44532660	12	44532660	-0.14208066335084
12_44665515	12	44665515	-0.300000923735017
12_44714697	12	44714697	-0.419106490681178
12_44875857	12	44875857	-0.0654900818633959
12_45016292	12	45016292	-0.082977508592237
12_45023858	12	45023858	-0.533638917601802
12_45023883	12	45023883	-0.556372504443189
12_45036038	12	45036038	-0.357896589564176
12_45050856	12	45050856	-0.0376634567369274
12_45302037	12	45302037	-0.197672989314157
12_45331375	12	45331375	-0.329882213394579
12_45348087	12	45348087	-0.0106744745129034
12_45421146	12	45421146	0.471718292567705
12_45849582	12	45849582	0.173885873297806
12_45850551	12	45850551	0.0571409097146683
12_45852465	12	45852465	-0.350653849683037
12_45891802	12	45891802	0.0273935663206162
12_45923032	12	45923032	-0.126552997927329
12_45927161	12	45927161	0.0502545241294283
12_45927341	12	45927341	0.19296785565722
12_45927698	12	45927698	0.0998020618486661
12_45927731	12	45927731	-0.0619637032097577
12_45928462	12	45928462	-0.0714693653011627
12_45945250	12	45945250	-0.54284568171843
12_45948508	12	45948508	-0.32777660118784
12_46196205	12	46196205	0.353073796069086
12_46239705	12	46239705	-0.455527156042271
12_46365234	12	46365234	-0.0336245542085142
12_46367083	12	46367083	-0.155555013011415
12_46371190	12	46371190	-0.0441424261225135
12_46766501	12	46766501	-0.0482120904315604
12_46775117	12	46775117	-0.244978704092514
12_46779657	12	46779657	-0.167207708587106
12_46779796	12	46779796	-0.0640115318586163
12_46779834	12	46779834	-0.0277479878718449
12_46784588	12	46784588	-0.515413287238086
12_47077521	12	47077521	0.0696198489963594
12_47235396	12	47235396	-0.0482120904315604
12_47235585	12	47235585	-0.0549694566068692
12_47236143	12	47236143	-0.177571783257648
12_47716449	12	47716449	-0.187688900741535
12_47716486	12	47716486	-0.142683754716505
12_47720831	12	47720831	-0.0450259793036803
12_47725362	12	47725362	0.157232428019478
12_47740781	12	47740781	0.0400421016701198
12_47743997	12	47743997	0.559839982256135
12_47746788	12	47746788	-0.0835497795401964
12_47746799	12	47746799	-0.138779300260589
12_47747550	12	47747550	0.0867804001545425
12_47748100	12	47748100	0.543207654855432
12_47748853	12	47748853	0.393190112846683
12_47751086	12	47751086	0.0387857633838556
12_47751152	12	47751152	-0.0479258698094751
12_47751201	12	47751201	-0.315873374668469
12_47760302	12	47760302	0.0977828942120142
12_47760371	12	47760371	0.251744840695121
12_47784123	12	47784123	0.105639427405858
12_47788119	12	47788119	0.255185975399654
12_47791665	12	47791665	0.339983796628642
12_47793427	12	47793427	-0.0619637032097577
12_47795598	12	47795598	0.230564007719546
12_47795617	12	47795617	-0.224894458049182
12_47796261	12	47796261	-0.177773431876452
12_47842520	12	47842520	-0.170488159987927
12_47843427	12	47843427	0.275321079764202
12_47843903	12	47843903	-0.150604735657379
12_47846052	12	47846052	0.015320734020041
12_47846465	12	47846465	0.474752352657339
12_47859144	12	47859144	-0.0236783235627979
12_47863543	12	47863543	0.0739818990919816
12_47863983	12	47863983	0.0472140698093773
12_47899822	12	47899822	-0.101121174202064
12_47906043	12	47906043	0.0951087599136887
12_47908762	12	47908762	0.0311457011817237
12_47964420	12	47964420	0.168649224931659
12_47965893	12	47965893	-0.185289264858325
12_47965922	12	47965922	-0.129846175490581
12_47966201	12	47966201	0.0753455050922587
12_47968261	12	47968261	0.327346970950717
12_47974193	12	47974193	-0.517553255552661
12_47974681	12	47974681	0.00877788815326922
12_47978294	12	47978294	0.0811863836813192
12_47978661	12	47978661	-0.0177638992992228
12_47980948	12	47980948	-0.312156044498205
12_47981785	12	47981785	0.170797691510235
12_47982911	12	47982911	0.204425454257189
12_47985948	12	47985948	-0.0352231084339915
12_47986430	12	47986430	-0.0238435334159285
12_47987611	12	47987611	-0.129501486672578
12_47997633	12	47997633	-0.136272444650014
12_48005620	12	48005620	-0.0821957718942213
12_48046422	12	48046422	-0.131304179698442
12_48048045	12	48048045	-0.376755616815492
12_48065623	12	48065623	0.230383456434548
12_48065643	12	48065643	0.202257617574478
12_48074722	12	48074722	-0.469119634964151
12_48083639	12	48083639	-0.312156044498205
12_48105414	12	48105414	0.171560820351562
12_48106115	12	48106115	0.14263363488806
12_48119238	12	48119238	0.13632793787378
