	Chromosome	Position	124B_T1_vs_124B_PBMC.tumour
8_144722391	8	144722391	-0.23051217350663
8_144723055	8	144723055	-0.496821711373285
8_144753753	8	144753753	0.0210265934893343
8_144773695	8	144773695	0.0957943618913065
8_144778523	8	144778523	-0.270739530887776
8_144791906	8	144791906	-0.307596153972036
8_144804180	8	144804180	0.330711092621949
8_144807908	8	144807908	0.209098941641906
8_144810178	8	144810178	-0.116476930260601
8_144829421	8	144829421	-0.0682407446077531
8_144841669	8	144841669	-0.252734218937518
8_144841740	8	144841740	0.385599025785191
8_144842937	8	144842937	-0.066436247761005
8_144846103	8	144846103	0.00139778674040184
8_144889982	8	144889982	0.0391739401995937
8_144930861	8	144930861	-0.0386796526349334
8_144930912	8	144930912	-0.214601655003808
8_144931248	8	144931248	0.271004846497682
8_144931535	8	144931535	0.553247632138517
8_144931879	8	144931879	-0.0638623040971787
8_144932073	8	144932073	-0.252538479836629
8_144946051	8	144946051	0.177145795406616
8_144946188	8	144946188	0.0725568941294165
8_145052730	8	145052730	0.111792057412517
8_145052766	8	145052766	0.100098164480533
8_145053087	8	145053087	-0.189740502727486
8_145053409	8	145053409	0.0707796286864339
8_145053425	8	145053425	-0.0785090800615801
8_145060604	8	145060604	0.243419014825782
8_145060818	8	145060818	-0.0314408264048013
8_145060866	8	145060866	-0.0212016418999632
8_145065750	8	145065750	-0.186778291624067
9_116861	9	116861	-0.57687496293932
9_116911	9	116911	-0.616403327125957
9_117666	9	117666	-1.66249974171541
9_117934	9	117934	-2.78632832856827
9_117998	9	117998	-4.28275415468777
9_118033	9	118033	-3.32136560395774
9_118099	9	118099	-1.72440057942507
9_121470	9	121470	-0.473738098260244
9_214679	9	214679	-0.268480023705651
9_214706	9	214706	-0.287923647399818
9_214719	9	214719	-0.179670756747795
9_214847	9	214847	-0.554088121275475
9_271638	9	271638	-0.493546579340424
9_286593	9	286593	-0.499805569812106
9_312134	9	312134	-1.14403265278116
9_334337	9	334337	-0.83377549097073
9_368030	9	368030	-0.155851168594745
9_368030.1	9	368030	-0.155851168594745
9_368288	9	368288	-0.778674756024834
9_368289	9	368289	-0.833122540047211
9_368294	9	368294	-0.978973406510666
9_377111	9	377111	-1.11983594235052
9_390512	9	390512	-0.809048405068353
9_396837	9	396837	-0.719106279755555
9_399255	9	399255	-0.55516569760409
9_399255.1	9	399255	-0.55516569760409
9_399255.2	9	399255	-0.55516569760409
9_405094	9	405094	-0.359577408725636
9_414854	9	414854	-1.03692075571995
9_418180	9	418180	-0.641938419233095
9_421032	9	421032	-0.627129733719016
9_422052	9	422052	-1.08025674234785
9_428376	9	428376	-1.00544561787186
9_428376.1	9	428376	-1.00544561787186
9_439376	9	439376	-0.585630978331141
9_439376.1	9	439376	-0.585630978331141
9_441952	9	441952	-0.569582470372964
9_449798	9	449798	-1.17691278412257
9_449798.1	9	449798	-1.17691278412257
9_676988	9	676988	-0.667771718216362
9_707463	9	707463	-0.953286762847016
9_708279	9	708279	-1.00335756513762
9_710915	9	710915	-0.845706875647202
9_710966	9	710966	-1.14562327592012
9_711112	9	711112	-0.903422373503489
9_711359	9	711359	-0.884114220169224
9_711399	9	711399	-0.934119170726405
9_712060	9	712060	-0.809048405068353
9_712599	9	712599	-1.07850908006158
9_730054	9	730054	-0.509488123209445
9_730199	9	730199	-0.563935907231822
9_738323	9	738323	-0.826970313065616
9_740847	9	740847	-0.607004629123708
9_740885	9	740885	-0.790211763055498
9_740901	9	740901	-0.823695181032755
9_744505	9	744505	-0.993048591722388
9_744623	9	744623	-0.968166651554083
9_842051	9	842051	-0.699819335313595
9_842568	9	842568	-0.948599757467147
9_990973	9	990973	-1.04456174813824
9_1051713	9	1051713	-1.05172974894598
9_1056728	9	1056728	-0.763244715455228
9_1056732	9	1056732	-0.830110020596183
9_1056774	9	1056774	-0.689466789315681
9_1056868	9	1056868	-0.502535362567679
9_1056877	9	1056877	-0.41031271811861
9_1056945	9	1056945	-0.434168032261492
9_1056959	9	1056959	-0.448458689811886
9_1057204	9	1057204	-1.10270877493291
9_2029199	9	2029199	-1.36006357386617
9_2039796	9	2039796	-0.65401125153367
9_2039809	9	2039809	-0.622352593457144
9_2039815	9	2039815	-0.606314509502374
9_2039818	9	2039818	-0.583044730179527
9_2039826	9	2039826	-0.62282959628539
9_2039860	9	2039860	-0.749947892841771
9_2073292	9	2073292	-0.7547582495674
9_2087035	9	2087035	-0.864802386591355
9_2170437	9	2170437	-0.758374266997269
9_2191309	9	2191309	-0.847329400700195
9_2191421	9	2191421	-0.628476159426532
9_2622019	9	2622019	-0.381071850082011
9_2622019.1	9	2622019	-0.381071850082011
9_2622019.2	9	2622019	-0.381071850082011
9_2622079	9	2622079	-0.632977551661473
9_2622019.3	9	2622019	-0.381071850082011
9_2622079.1	9	2622079	-0.632977551661473
9_2622079.2	9	2622079	-0.632977551661473
9_2622079.3	9	2622079	-0.632977551661473
9_2622079.4	9	2622079	-0.632977551661473
9_2643449	9	2643449	-0.879437732959751
9_2643847	9	2643847	-0.724789918259138
9_2644829	9	2644829	-1.12975335868627
9_2645719	9	2645719	-0.710156648082866
9_2653914	9	2653914	-0.864203219264591
9_2653914.1	9	2653914	-0.864203219264591
9_2653931	9	2653931	-0.621651405088109
9_2653914.2	9	2653914	-0.864203219264591
9_2653931.1	9	2653931	-0.621651405088109
9_2653914.3	9	2653914	-0.864203219264591
9_2653931.2	9	2653931	-0.621651405088109
9_2653914.4	9	2653914	-0.864203219264591
9_2653931.3	9	2653931	-0.621651405088109
9_2653914.5	9	2653914	-0.864203219264591
9_2653931.4	9	2653931	-0.621651405088109
9_2653914.6	9	2653914	-0.864203219264591
9_2653931.5	9	2653931	-0.621651405088109
9_2653914.7	9	2653914	-0.864203219264591
9_2653931.6	9	2653931	-0.621651405088109
9_2653931.7	9	2653931	-0.621651405088109
9_2717797	9	2717797	-0.746312649720391
9_2718351	9	2718351	-0.602410055046458
9_2718593	9	2718593	-0.653203245328909
9_2718696	9	2718696	-1.08432640665689
9_2718717	9	2718717	-0.732333438927541
9_2718862	9	2718862	-0.868790488760243
9_2719047	9	2719047	-0.978973406510666
9_2729475	9	2729475	-0.939445042324028
9_2729475.1	9	2729475	-0.939445042324028
9_2729475.2	9	2729475	-0.939445042324028
9_2729686	9	2729686	-1.07060388197623
9_2729705	9	2729705	-0.873791169818609
9_2804393	9	2804393	-1.01796753812653
9_2811505	9	2811505	-0.711277623307009
9_2811522	9	2811522	-0.936745171121368
9_2811557	9	2811557	-0.962853741147389
9_2828765	9	2828765	-0.815474674227786
9_2838470	9	2838470	-1.00956172634409
9_3257122	9	3257122	-0.881676205155751
9_3271018	9	3271018	-1.0460876023692
9_3275578	9	3275578	-0.865316624715098
9_3824929	9	3824929	-0.952006358910396
9_3824929.1	9	3824929	-0.952006358910396
9_3824929.2	9	3824929	-0.952006358910396
9_3824929.3	9	3824929	-0.952006358910396
9_3827436	9	3827436	-1.32689670993097
9_3827436.1	9	3827436	-1.32689670993097
9_3827436.2	9	3827436	-1.32689670993097
9_3827757	9	3827757	-0.715939000676872
9_3827757.1	9	3827757	-0.715939000676872
9_3827757.2	9	3827757	-0.715939000676872
9_3855556	9	3855556	-0.505721293286526
9_3855616	9	3855616	-0.69117109552793
9_4054486	9	4054486	-0.859674478138321
9_4117942	9	4117942	-0.978973406510666
9_4117969	9	4117969	-1.03867965263493
9_4118262	9	4118262	-0.554475577982756
9_4118287	9	4118287	-0.573716928024407
9_4118352	9	4118352	-0.703338963897238
9_4118388	9	4118388	-0.646398067423795
9_4118540	9	4118540	-0.910260656426651
9_4118734	9	4118734	-0.728995153502318
9_4286255	9	4286255	-0.649665781257706
9_4544640	9	4544640	-0.823518887876687
9_4544670	9	4544670	-0.880793012571762
9_4564432	9	4564432	-0.116476930260601
9_4572371	9	4572371	-0.89074622349893
9_4572371.1	9	4572371	-0.89074622349893
9_4574022	9	4574022	-0.826970313065616
9_4574022.1	9	4574022	-0.826970313065616
9_4576680	9	4576680	-0.85811901163628
9_4582082	9	4582082	-0.590902954832091
9_4582843	9	4582843	-1.26695416947469
9_4585733	9	4585733	-0.942447530485552
9_4585733.1	9	4585733	-0.942447530485552
9_4617990	9	4617990	-0.78632832856827
9_4617997	9	4617997	-0.701439430981757
9_4625429	9	4625429	-0.814586588609784
9_4662398	9	4662398	-1.11142370253432
9_4662580	9	4662580	-0.381071850082011
9_4685008	9	4685008	-0.978973406510666
9_4685128	9	4685128	-0.600461783256936
9_4740962	9	4740962	-0.798401160868845
9_4827062	9	4827062	-0.57904279962203
9_4827072	9	4827072	-0.730585776641273
9_4833154	9	4833154	-0.834025070599566
9_4841222	9	4841222	-0.783053196535409
9_4844659	9	4844659	-0.361443043333079
9_4849515	9	4849515	-0.383815138683621
9_4860139	9	4860139	-0.322927807728027
9_5055741	9	5055741	-1.02448806576303
9_5077517	9	5077517	-0.842911856934637
9_5081780	9	5081780	-0.773389272860772
9_5089679	9	5089679	-0.920079717457097
9_5090783	9	5090783	-0.789312187007091
9_5114167	9	5114167	-0.495548932251572
9_5114204	9	5114204	-0.368385098114015
9_5114231	9	5114231	-0.470361791919624
9_5114582	9	5114582	-0.589026888194652
9_5114624	9	5114624	-0.348923016260971
9_5114722	9	5114722	-0.760793236461132
9_5114773	9	5114773	-1.19620412273133
9_5126407	9	5126407	-0.496580639430057
9_5164183	9	5164183	-1.01923727672439
9_5164260	9	5164260	-0.385598665973309
9_5231539	9	5231539	-0.628476159426532
9_5231712	9	5231712	-0.853442524426807
9_5233664	9	5233664	-0.826970313065616
9_5233688	9	5233688	-0.761381971438039
9_5300255	9	5300255	-0.694405839127231
9_5300354	9	5300354	-0.719214132709733
9_5304547	9	5304547	-1.01644811192933
9_5335470	9	5335470	-0.486577024525582
9_5339715	9	5339715	-0.696573675809941
9_5456126	9	5456126	-0.583564713980754
9_5457296	9	5457296	-0.488647779927585
9_5462979	9	5462979	-0.601606325197877
9_5467859	9	5467859	-0.430847673969881
9_5534924	9	5534924	-0.90273782068358
9_5549474	9	5549474	-0.978973406510666
9_5549540	9	5549540	-0.907420145485632
9_5557708	9	5557708	-0.901568902825059
9_5720296	9	5720296	-0.669869351980887
9_5757337	9	5757337	-0.696573675809941
9_5774159	9	5774159	-0.365996529619913
9_5774225	9	5774225	-0.515026306750875
9_5787566	9	5787566	-0.591950283401419
9_5798887	9	5798887	-0.766428771130565
9_5832928	9	5832928	-0.801186287295383
9_5859564	9	5859564	-0.329880568369794
9_5892525	9	5892525	-0.383815138683621
9_5920900	9	5920900	-0.936745171121368
9_5920988	9	5920988	-0.760333120035325
9_5921028	9	5921028	-0.670851111148334
9_5921040	9	5921040	-0.766244082524937
9_5933822	9	5933822	-0.556740405827618
9_5968860	9	5968860	-0.821872445425937
9_5969249	9	5969249	-0.629227367483541
9_6007551	9	6007551	-0.300901501398028
9_6007772	9	6007772	-0.861616455872507
9_6012734	9	6012734	-0.754541839900619
9_6253571	9	6253571	-0.743345158017523
9_6254544	9	6254544	-0.502535362567679
9_6256144	9	6256144	-0.13330155290196
9_6329015	9	6329015	-0.953882425547835
9_6330997	9	6330997	-0.570010421641506
9_6532607	9	6532607	-0.893243532484782
9_6532607.1	9	6532607	-0.893243532484782
9_6532902	9	6532902	-1.02247504514725
9_6556242	9	6556242	-0.865762796062675
9_6589267	9	6589267	-0.588183453478499
9_6589267.1	9	6589267	-0.588183453478499
9_6592868	9	6592868	-0.885864002119184
9_6606634	9	6606634	-0.413069241605194
9_6644629	9	6644629	-0.746312649720391
9_6645251	9	6645251	-1.30090150139803
9_6849518	9	6849518	-0.460100096247282
9_6984236	9	6984236	-1.02959947958063
9_6986589	9	6986589	-0.724789918259138
9_7013799	9	7013799	-0.732812819241268
9_7013946	9	7013946	-0.634638898575024
9_7046901	9	7046901	-0.668272567046557
9_7046917	9	7046917	-0.783248935636298
9_7076463	9	7076463	-0.242007812344459
9_7076494	9	7076494	-0.343737699308286
9_7103816	9	7103816	-0.751562910407593
9_7174666	9	7174666	-0.694243929577553
9_7174673	9	7174673	-0.71149309564568
9_7799488	9	7799488	-1.08206689947477
9_8331574	9	8331574	-1.53536675503505
9_8331574.1	9	8331574	-1.53536675503505
9_8484240	9	8484240	-0.707671384693271
9_8485894	9	8485894	-0.412869933040825
9_8485996	9	8485996	-0.922389878144298
9_8486143	9	8486143	-1.04310374393038
9_8486174	9	8486174	-0.885864002119184
9_8518395	9	8518395	-0.563935907231822
9_8528661	9	8528661	-0.572653124332931
9_8733833	9	8733833	-0.96169541507883
9_8879118	9	8879118	-0.50443489548316
9_11611912	9	11611912	-0.874003846909123
9_11618573	9	11618573	-0.73871030833553
9_12694274	9	12694274	-0.447360330382443
9_12698664	9	12698664	-0.481473747039849
9_12698664.1	9	12698664	-0.481473747039849
9_12702334	9	12702334	-1.12872052601535
9_12775771	9	12775771	-0.81391416024017
9_12775890	9	12775890	-0.617707163672803
9_12821721	9	12821721	-0.473738098260244
9_13107063	9	13107063	-0.667029400195925
9_13110001	9	13110001	-0.537704365658642
9_13112025	9	13112025	-0.657045311623303
9_13133862	9	13133862	-0.906217064075351
9_13143493	9	13143493	-0.719586777692016
9_13150532	9	13150532	-0.86349618909073
9_13150559	9	13150559	-0.536455170809715
9_13176226	9	13176226	-0.819032493640975
9_13176313	9	13176313	-0.654701371155004
9_13176394	9	13176394	-0.51401068190014
9_13186322	9	13186322	-1.05914375519465
9_13188786	9	13188786	-1.2815361765311
9_13188883	9	13188883	-0.705597056455413
9_13192286	9	13192286	-0.279839885870198
9_13205986	9	13205986	-0.99020066193392
9_13206089	9	13206089	-0.704113565280082
9_13217217	9	13217217	-1.0944506239306
9_13219604	9	13219604	-0.86349618909073
9_13222322	9	13222322	-0.873480277663352
9_13222386	9	13222386	-0.866498677252253
9_13222419	9	13222419	-0.769520040881716
9_13223575	9	13223575	-0.653203245328909
9_13224442	9	13224442	-0.319202318140972
9_13224489	9	13224489	-0.386631375423912
9_14087770	9	14087770	-0.733860908674134
9_14722490	9	14722490	-1.21713314370543
9_14737408	9	14737408	-0.78632832856827
9_14737408.1	9	14737408	-0.78632832856827
9_14737508	9	14737508	-0.608135711142357
9_14759777	9	14759777	-1.16991618922206
9_14759894	9	14759894	-0.842651935297885
9_14770660	9	14770660	-0.538400815124684
9_14770701	9	14770701	-0.851594100034438
9_14770789	9	14770789	-0.484208714761088
9_14775861	9	14775861	-0.709786773695277
9_14775892	9	14775892	-0.553667571777995
9_14776180	9	14776180	-0.382870348184309
9_14779476	9	14779476	-0.840589922354744
9_14784435	9	14784435	-0.48916813882985
9_14784568	9	14784568	-0.461366173591274
9_14789073	9	14789073	-0.763244715455228
9_14797518	9	14797518	-0.484208714761088
9_14797629	9	14797629	-0.645549672785474
9_14801712	9	14801712	-0.870597245465874
9_14801740	9	14801740	-0.815474674227786
9_14824801	9	14824801	-0.251052951947467
9_14842542	9	14842542	-0.353368921292164
9_14842559	9	14842559	-0.667029400195925
9_14842562	9	14842562	-0.616403327125957
9_14846038	9	14846038	-0.670851111148334
9_14857742	9	14857742	-0.709786773695277
9_14859358	9	14859358	-0.834583497175491
9_15172094	9	15172094	-0.341543485895374
9_15175041	9	15175041	-0.830874767521532
9_15177780	9	15177780	-1.0255159924477
9_15191211	9	15191211	-0.837617557265124
9_15192621	9	15192621	-0.626092383294391
9_15307226	9	15307226	-0.455411450453653
9_15422959	9	15422959	-0.669288907378051
9_15447193	9	15447193	-0.758204727653882
9_15453140	9	15453140	-1.01519359442342
9_15459784	9	15459784	-0.730475093834752
9_15459823	9	15459823	-0.672870278784986
9_15466848	9	15466848	-0.430080160497031
9_15474124	9	15474124	-0.483445989371454
9_15578865	9	15578865	-0.64523600933367
9_15578892	9	15578892	-0.758847592146163
9_15587637	9	15587637	-0.71245843194191
9_15587666	9	15587666	-0.652745174189678
9_15591374	9	15591374	-0.554475577982756
9_15657182	9	15657182	-0.501926244956397
9_15724951	9	15724951	-0.873791169818609
9_15744299	9	15744299	-0.685242203453955
9_15784633	9	15784633	-1.01000030213129
9_15892505	9	15892505	-0.856717656459668
9_15922177	9	15922177	-0.559070152060006
9_16018359	9	16018359	-0.81791097377815
9_16022335	9	16022335	-0.604124997347521
9_16215255	9	16215255	-0.733860908674134
9_16215812	9	16215812	-1.12672702695436
9_16215861	9	16215861	-0.887550378747071
9_16419272	9	16419272	-1.13651468349715
9_16419369	9	16419369	-1.23884053326578
9_16419521	9	16419521	-1.27020470417511
9_16552536	9	16552536	-1.6570453116233
9_16552680	9	16552680	-0.69117109552793
9_16738405	9	16738405	-0.621079814335431
9_17135179	9	17135179	-0.628476159426532
9_17135275	9	17135275	-0.442920506270456
9_17273733	9	17273733	-0.631050103090359
9_17273756	9	17273756	-0.580424030020391
9_17342385	9	17342385	-0.543758025294191
9_17394538	9	17394538	-1.24525347184811
9_17394854	9	17394854	-1.012920738434
9_17394932	9	17394932	-0.992779206035696
9_17394996	9	17394996	-0.764848601157818
9_17462994	9	17462994	-0.700257378444602
9_17466804	9	17466804	-0.59849312926819
9_17786442	9	17786442	-0.370551932965521
9_17793400	9	17793400	-1.01000030213129
9_17932911	9	17932911	-1.10096393088928
9_18163951	9	18163951	-1.00934705555418
9_18504870	9	18504870	-0.724789918259138
9_18504918	9	18504918	-0.715939000676872
9_18622305	9	18622305	-0.22765251936739
9_18622359	9	18622359	-0.700257378444602
9_18706988	9	18706988	-0.370164163835142
9_18721586	9	18721586	-0.807492938566312
9_18753331	9	18753331	-0.834583497175491
9_18775812	9	18775812	-0.719329589877646
9_18776842	9	18776842	-0.401206407193713
9_18777241	9	18777241	-0.703338963897238
9_18777306	9	18777306	-0.742533210688585
9_18777403	9	18777403	-0.831416218096808
9_18777603	9	18777603	-0.61879784226634
9_18826264	9	18826264	0.555363021140522
9_18829954	9	18829954	-0.823998746534325
9_18887856	9	18887856	-0.419545997896647
9_18887910	9	18887910	-0.498347565604245
9_18889585	9	18889585	-0.822247902823213
9_18928085	9	18928085	-0.401664478332945
9_18928781	9	18928781	-0.59564476695916
9_18941668	9	18941668	-0.772522529043239
9_18941750	9	18941750	-0.81850873431742
9_18950789	9	18950789	-1.44712224224907
9_18950816	9	18950816	-1.21092013456036
9_18950897	9	18950897	-1.16183746366048
9_18989822	9	18989822	-0.703338963897238
9_19057967	9	19057967	-0.944757691172753
9_19058050	9	19058050	-0.745609867353215
9_19058431	9	19058431	-0.846523110487016
9_19058735	9	19058735	-1.12835103054889
9_19063110	9	19063110	-0.259081325703401
9_19076694	9	19076694	-0.458966347630279
9_19082914	9	19082914	-0.583835464669527
9_19086771	9	19086771	-0.385598665973309
9_19116591	9	19116591	-0.812323537101215
9_19116632	9	19116632	-0.661233108586737
9_19126126	9	19126126	-1.17161848445306
9_19126297	9	19126297	-0.910586431530416
9_19305513	9	19305513	-1.09715483285898
9_19316627	9	19316627	-0.899538939016261
9_19326120	9	19326120	-1.02706769471171
9_19332026	9	19332026	-0.563935907231822
9_19346009	9	19346009	-0.819192962473897
9_19346453	9	19346453	-0.140724476507278
9_19346731	9	19346731	-0.557146741569183
9_19346943	9	19346943	-0.822571849168099
9_19357168	9	19357168	-0.697560471362017
9_19379369	9	19379369	-0.62878705158179
9_19379435	9	19379435	-0.833542966989102
9_19434982	9	19434982	-0.332610361125366
9_19516282	9	19516282	-1.04198320403647
9_19576931	9	19576931	-1.30867885198975
9_19576951	9	19576951	-1.31600839378824
9_19786219	9	19786219	-0.780427727128586
9_19786589	9	19786589	-0.644972479322728
9_20346572	9	20346572	-0.563935907231822
9_20414312	9	20414312	-0.704466216232923
9_20497144	9	20497144	-0.429634815520231
9_20764871	9	20764871	-0.332610361125366
9_20770032	9	20770032	-0.416378718817964
9_20781828	9	20781828	-0.394010905789509
9_20789569	9	20789569	-0.692669221354025
9_20821003	9	20821003	-0.563935907231822
9_20933031	9	20933031	-0.641938419233095
9_20944630	9	20944630	-1.20779209700655
9_20946729	9	20946729	-0.613688942428922
9_20953050	9	20953050	-0.546013999234559
9_20981685	9	20981685	-0.670851111148334
9_20988424	9	20988424	-0.829595782472439
9_21015948	9	21015948	-0.426432383481887
9_21029331	9	21029331	-0.72658624487638
9_21029383	9	21029383	-0.662116301170725
9_21029387	9	21029387	-0.677803871790101
9_21077372	9	21077372	-0.455411450453653
9_21077638	9	21077638	-0.583564713980754
9_21077642	9	21077642	-0.584113789169452
9_21077717	9	21077717	-0.435351701170409
9_21141020	9	21141020	-0.403858691745857
9_21141081	9	21141081	-0.708012084905243
9_21141205	9	21141205	-0.631050103090359
9_21141513	9	21141513	-0.626671662579784
9_21166078	9	21166078	-0.623314454310754
9_21166271	9	21166271	-0.655358934995416
9_21166309	9	21166309	-0.705408333184703
9_21166333	9	21166333	-0.634527875061876
9_21166424	9	21166424	-0.811245960772599
9_21166488	9	21166488	-0.641277995764987
9_21187122	9	21187122	-0.744508152873643
9_21187386	9	21187386	-0.525716585001332
9_21187435	9	21187435	-0.587205686554669
9_21187440	9	21187440	-0.643789214921036
9_21201653	9	21201653	-0.711387908445685
9_21202041	9	21202041	-0.969574708508416
9_21202127	9	21202127	-0.896511246318693
9_21206579	9	21206579	-0.618226062732775
9_21206606	9	21206606	-0.525867866398303
9_21206917	9	21206917	-0.610328812716273
9_21207001	9	21207001	-0.861933985320446
9_21207038	9	21207038	-0.933885516982128
9_21216865	9	21216865	-0.526461201813159
9_21216909	9	21216909	-0.537940698698877
9_21217079	9	21217079	-0.466767248224824
9_21217112	9	21217112	-0.455411450453653
9_21217167	9	21217167	-0.473237596940085
9_21227651	9	21227651	-0.694604858997996
9_21227652	9	21227652	-0.697459580069211
9_21227822	9	21227822	-0.730585776641273
9_21227943	9	21227943	-0.963206090652349
9_21227967	9	21227967	-1.02382764229493
9_21228041	9	21228041	-0.692669221354025
9_21228108	9	21228108	-0.957911790982836
9_21239448	9	21239448	-0.835778770682875
9_21304804	9	21304804	-0.868269942104446
9_21334329	9	21334329	-0.541568094203367
9_21350710	9	21350710	-0.839570349845249
9_21350732	9	21350732	-0.846335637932547
9_21350742	9	21350742	-0.895315477463756
9_21368009	9	21368009	-0.572981046834829
9_21384793	9	21384793	-0.604293644847963
9_21385313	9	21385313	-0.927748083155492
9_21440536	9	21440536	-1.33511721673594
9_21440549	9	21440549	-1.30090150139803
9_21481567	9	21481567	-1.01779265540119
9_21816759	9	21816759	-0.873480277663352
9_21854774	9	21854774	-0.612845507712768
9_21854833	9	21854833	-0.978973406510666
9_21968200	9	21968200	-0.876403672870118
9_21968200.1	9	21968200	-0.876403672870118
9_21968200.2	9	21968200	-0.876403672870118
9_21968200.3	9	21968200	-0.876403672870118
9_21968200.4	9	21968200	-0.876403672870118
9_21970474	9	21970474	-0.946793000761516
9_21970917	9	21970917	-0.933169716897541
9_22003368	9	22003368	-0.620519435598189
9_22006044	9	22006044	-0.715939000676872
9_22029446	9	22029446	-0.578435476926937
9_22072302	9	22072302	0.161204251537595
9_22096056	9	22096056	-0.978973406510666
9_22098575	9	22098575	-0.481473747039849
9_22103814	9	22103814	-0.501814195324025
9_22125504	9	22125504	-0.357485029764395
9_22451340	9	22451340	-0.740186546923549
9_22451582	9	22451582	-0.447360330382443
9_22451800	9	22451800	-0.546448480502981
9_23762178	9	23762178	-0.457627005085481
9_24543344	9	24543344	-0.589931115764766
9_24545473	9	24545473	-0.899538939016261
9_24545515	9	24545515	-0.585309558024389
9_24545893	9	24545893	-0.418085040768367
9_24545893.1	9	24545893	-0.418085040768367
9_26842444	9	26842444	-0.589026888194652
9_26842508	9	26842508	-0.216012603811515
9_26869974	9	26869974	-0.481473747039849
9_26892525	9	26892525	-0.485933395230549
9_26923260	9	26923260	-0.748089524280578
9_26978172	9	26978172	-0.78632832856827
9_26984279	9	26984279	-0.641938419233095
9_26984326	9	26984326	-0.541909600901823
9_26995789	9	26995789	-0.684688066692432
9_26996375	9	26996375	-1.18284573987632
9_26997941	9	26997941	-0.746312649720391
9_26998092	9	26998092	-0.788750990835126
9_27009102	9	27009102	-0.638897964913044
9_27036489	9	27036489	-0.631050103090359
9_27168573	9	27168573	-0.920556720285344
9_27202872	9	27202872	-1.33652541112875
9_27203004	9	27203004	-0.992779206035696
9_27205023	9	27205023	-0.259081325703401
9_27212858	9	27212858	-0.74764786040421
9_27220068	9	27220068	-0.932179195031724
9_27286283	9	27286283	-0.323418937959456
9_27286355	9	27286355	-0.657045311623303
9_27292476	9	27292476	-1.00099971284066
9_27455137	9	27455137	-0.958214846343868
9_27489253	9	27489253	-0.830874767521532
9_27490969	9	27490969	-1.27442929003684
9_27524820	9	27524820	-0.357485029764395
9_27556782	9	27556782	-1.25027542832806
9_27561051	9	27561051	-0.882758091251363
9_27565573	9	27565573	-0.685926431610432
9_27566833	9	27566833	-0.824250811712024
9_32405591	9	32405591	-0.445291410733203
9_32408523	9	32408523	-0.955514433686677
9_32425900	9	32425900	-0.753091999094338
9_32425912	9	32425912	-0.845706875647202
9_32427339	9	32427339	-0.821872445425937
9_32427398	9	32427398	-0.68129285786998
9_32427408	9	32427408	-0.685242203453955
9_32430555	9	32430555	-0.661233108586737
9_32457153	9	32457153	-0.22224455752303
9_32459452	9	32459452	-0.855398721392133
9_32480253	9	32480253	-0.557835707695404
9_32492531	9	32492531	-0.907890308449183
9_32526148	9	32526148	-0.744508152873643
9_32541534	9	32541534	-0.969057937645583
9_32541978	9	32541978	-0.832583919529143
9_32542090	9	32542090	-0.776480542611923
9_32542206	9	32542206	-0.853442524426807
9_32542280	9	32542280	-0.40781670531454
9_32542365	9	32542365	-0.715939000676872
9_32543287	9	32543287	-0.600461783256936
9_32550898	9	32550898	-0.826970313065616
9_32550914	9	32550914	-0.807987209698043
9_32551169	9	32551169	-0.86349618909073
9_32552404	9	32552404	-0.563935907231822
9_32552464	9	32552464	-0.496821711373285
9_32552608	9	32552608	-0.820908560278414
9_32565424	9	32565424	-0.932179195031724
9_32565450	9	32565450	-1.012920738434
9_32566402	9	32566402	-1.04936273440206
9_32630186	9	32630186	-0.696830177729167
9_32630474	9	32630474	-0.96011437925935
9_32630550	9	32630550	-0.902011424695782
9_32631371	9	32631371	-0.598942357059735
9_32632074	9	32632074	-0.826970313065616
9_32632534	9	32632534	-0.92893272401107
9_32632666	9	32632666	-0.90682362075483
9_32632738	9	32632738	-0.781936559451112
9_32633769	9	32633769	-0.754267119335971
9_32633948	9	32633948	-1.20367969368536
9_32634062	9	32634062	-0.978973406510666
9_32635069	9	32635069	-0.924006947292737
9_32635310	9	32635310	-0.639486940238999
9_32635319	9	32635319	-0.563935907231822
9_32784548	9	32784548	-0.978973406510666
9_32972692	9	32972692	-0.48916813882985
9_32972692.1	9	32972692	-0.48916813882985
9_32987709	9	32987709	-0.56932916600204
9_33026574	9	33026574	-1.00034705730323
9_33113788	9	33113788	-0.430669376368358
9_33113788.1	9	33113788	-0.430669376368358
9_33135240	9	33135240	-0.843318307153099
9_33240227	9	33240227	-0.598701325392498
9_33255884	9	33255884	-0.536662977081718
9_33255903	9	33255903	-0.63432523512322
9_33319113	9	33319113	-1.34154348589537
9_33351711	9	33351711	-0.773389272860772
9_33366665	9	33366665	-0.747157731287592
9_33369926	9	33369926	-0.657045311623303
9_33385180	9	33385180	-0.667512310674372
9_33385830	9	33385830	-0.563935907231822
9_33387062	9	33387062	-0.515026306750875
9_33394235	9	33394235	-0.744508152873643
9_33442950	9	33442950	-0.894581219220293
9_33443253	9	33443253	-0.605756082926449
9_33443875	9	33443875	-0.168451205374379
9_33467471	9	33467471	-0.884114220169224
9_33467731	9	33467731	-0.913385064883089
9_33468558	9	33468558	0.0914159213807324
9_33469291	9	33469291	-0.715939000676872
9_33469647	9	33469647	-0.934579287152212
9_33472313	9	33472313	-0.676410636490234
9_33524495	9	33524495	-0.536968859631553
